Pla,ActWt,Dr,Rtg,RtgChange,Age,RC,Track,Course,Dist,Class,Daysincelastmatch,COC,No1,No2,No3,NoStarts,hrsW,hrsP,hrsNo2Per,hrsNo3Per,R10day,X1516TW,X1516T2,X1516T3,X1516T4,X1516TWper,X1516TTP,X1516TPper,X1516JW,X1516J3,X1516J4,X1516JR,X1516JWper,X1516JPper,RecencyFinish.average,Weight.Rel.,Weight.Rel.Dist
a05,128,14,91,3,3,ST,Turf,A,1600,2,56,GER,2,2,0,4,0.5,1,0.5,0,1,16,17,18,20,0.095,51,0.304,4,8,8,113,0.035,0.177,0.46,3.214,5142.857
a08,123,8,91,0,5,ST,Turf,B,1600,2,7,AUS,6,3,1,19,0.32,0.53,0.16,0.05,1,13,17,16,12,0.06806,46,0.24084,23,32,25,267,0.08614,0.30712,0.22,3,4800
a08,114,2,92,0,5,ST,Turf,B+2,1400,2,7,AUS,3,2,1,17,0.18,0.35,0.12,0.06,1,37,27,32,28,0.10306,96,0.26741,4,16,12,137,0.0292,0.20438,-0.06,-8.091,-11327.26
a11,130,8,35,0,4,HV,Turf,A,1200,5,3,NZ,0,0,0,9,0,0,0,0,1,15,13,13,9,0.1,41,0.27,23,14,8,128,0.18,0.38,-0.17,6,7200
a04,121,12,83,0,6,HV,Turf,C+3,1650,2,17,IRE,3,2,2,26,0.12,0.27,0.08,0.08,1,33,35,42,39,0.07692,110,0.25641,14,24,19,229,0.06114,0.25764,0.26,0.25,412.5
a04,117,3,64,0,3,ST,Turf,C+3,1600,3,24,IRE,1,0,0,4,0.25,0.25,0,0,1,10,12,11,9,0.08333,33,0.275,0,1,1,5,0,0.2,0.21,-4.143,-6628.64
a10,119,11,48,-2,5,HV,Turf,B,1650,4,21,NZ,1,0,3,18,0.06,0.22,0,0.17,1,15,28,33,30,0.05263,76,0.26667,16,12,16,263,0.06084,0.1597,-0.03,-1.75,-2887.5
a07,133,7,58,0,4,ST,Turf,C+3,1650,4,34,AUS,1,0,2,7,0.14,0.43,0,0.29,2,38,27,23,26,0.17674,88,0.4093,23,28,19,222,0.1036,0.33784,0.22,8.5,14025
a08,119,6,46,-2,4,ST,Turf,A,1200,4,31,GB,0,0,0,5,0,0,0,0,2,7,8,10,10,0.04268,25,0.15244,6,12,12,167,0.03593,0.16766,-0.15,-5.286,-6342.84
a10,129,6,80,0,3,HV,Turf,C+3,1650,3,14,FR,0,0,0,1,0,0,0,0,1,36,47,34,39,0.09351,117,0.3039,8,19,20,257,0.03113,0.16732,-0.27,7.417,12237.555
a05,130,1,82,0,4,ST,AWT,AWT,1650,3,24,AUS,4,1,1,17,0.24,0.35,0.06,0.06,2,46,23,31,31,0.11646,100,0.25316,30,20,28,318,0.09434,0.2327,0.24,7.571,12492.81
a02,132,1,37,-2,6,HV,Turf,A,1200,5,14,NZ,2,4,0,28,0.07,0.21,0.14,0,1,5,6,7,12,0.04,18,0.14,12,8,15,165,0.07,0.18,0.09,8,9600
a09,117,5,46,-2,4,ST,Turf,A,1600,4,36,AUS,0,0,0,4,0,0,0,0,0,33,27,29,33,0.10154,89,0.27385,17,12,16,270,0.06296,0.15926,-0.06,-5.786,-9257.12
a10,120,7,67,-2,6,ST,AWT,C,1200,3,43,NZ,1,3,0,17,0.058823529,0.235294118,0.176470588,0,0,15,12,15,6,0.129310345,42,0.362068966,3,6,11,98,0.030612245,0.183673469,0.06,-1.5,143400
a10,125,5,37,-2,6,HV,Turf,C+3,1800,5,13,AUS,5,4,2,50,0.1,0.22,0.08,0.04,2,50,27,34,34,0.11013,111,0.24449,9,17,11,199,0.04523,0.15578,0.05,1.583,2849.94
a12,122,4,51,-1,3,ST,Turf,C+3,1400,4,21,NZ,0,0,1,3,0,0.33,0,0.33,1,21,38,23,23,0.0563,82,0.21984,23,18,22,379,0.06069,0.16887,0.19,0.786,1099.98
a04,122,13,65,-2,4,ST,Turf,A,1600,3,28,FR,0,0,1,9,0,0.11,0,0.11,1,22,21,12,15,0.07407,55,0.18519,35,35,31,398,0.08794,0.26131,0.12,-1.071,-1714.24
a10,110,4,62,-1,7,ST,AWT,AWT,1200,3,14,AUS,3,4,2,38,0.08,0.24,0.11,0.05,2,10,12,15,23,0.03906,37,0.14453,18,22,19,292,0.06164,0.2089,-0.14,-10,-12000
a04,111,10,15,0,5,HV,Turf,C,1000,5,10,AUS,0,0,2,28,0,0.07,0,0.07,1,16,28,26,21,0.03941,70,0.17241,11,19,22,341,0.03226,0.14663,0.01,-9.167,-9166.7
a05,131,10,57,0,3,ST,AWT,AWT,1200,4,10,AUS,1,0,0,3,0.33,0.33,0,0,1,50,35,27,38,0.1773,112,0.39716,19,29,27,328,0.05793,0.22866,0.14,6.583,7899.96
a03,119,6,68,0,4,HV,Turf,C+3,1650,3,14,AUS,1,2,2,15,0.07,0.33,0.13,0.13,1,37,35,56,41,0.06877,128,0.23792,17,34,31,444,0.03829,0.16216,0.32,-3.5,-5775
a11,108,6,14,-3,5,HV,Turf,C,1650,5,140,NZ,0,0,0,10,0,0,0,0,0,8,10,6,17,0.03756,24,0.11268,2,3,6,183,0.01093,0.04918,-0.23,-11.667,-19250.055
a05,104,8,40,-3,3,HV,Turf,C+3,1000,4,31,AUS,0,0,0,6,0,0,0,0,1,32,27,46,34,0.0724,105,0.23756,11,21,16,193,0.05699,0.21244,-0.1,-18.167,-18166.7
a08,114,3,43,-4,8,HV,Turf,B,1200,4,25,AUS,2,3,2,32,0.06,0.22,0.09,0.06,1,20,20,11,14,0.07143,51,0.18214,5,12,11,272,0.01838,0.10294,-0.18,-5.833,-6999.96
a03,116,3,45,5,6,ST,Turf,C+3,1600,4,34,GB,1,0,0,16,0.06,0.06,0,0,1,8,17,11,7,0.03774,36,0.16981,7,10,12,188,0.03723,0.1383,0.03,-5.643,-9028.64
a11,128,11,75,-2,5,ST,AWT,AWT,1200,3,28,AUS,3,1,3,20,0.15,0.35,0.05,0.15,1,23,28,31,24,0.07566,82,0.26974,30,22,29,332,0.09036,0.22289,0.18,8,9600
a05,130,1,37,1,7,ST,AWT,AWT,1800,5,11,NZ,3,2,2,30,0.1,0.23,0.07,0.07,2,3,8,5,6,0.02479,16,0.13223,27,18,13,184,0.14674,0.38043,0.23,4.4,7971.4
a01,124,6,73,0,4,ST,Turf,B+2,1400,3,0,AUS,0,0,0,0,0,0,0,0,0,26,42,28,30,0.05923,96,0.21868,12,21,23,367,0.0327,0.14441,0,120.5,168700
a09,131,4,94,0,5,ST,Turf,C+3,1650,2,66,IRE,3,3,4,14,0.21,0.71,0.21,0.29,0,38,27,23,26,0.17674,88,0.4093,10,17,15,165,0.06061,0.26667,0.17,6.917,11412.555
a01,117,4,44,-2,3,HV,Turf,C,1650,4,14,NZ,0,1,0,8,0,0.13,0.13,0,2,39,55,35,40,0.09028,129,0.29861,137,61,60,535,0.25607,0.52523,0.01,-4.75,-7837.5
a05,133,8,35,-2,4,HV,Turf,B,1650,5,7,NZ,0,0,0,8,0,0,0,0,3,8,10,7,14,0.04762,25,0.14881,29,19,13,193,0.15026,0.38342,-0.12,9,14850
a02,120,1,27,-2,5,ST,Turf,C+3,1400,5,33,NZ,0,1,2,27,0,0.11,0.04,0.07,1,8,6,6,13,0.04233,20,0.10582,2,11,7,108,0.01852,0.2037,0.13,-4.571,-6399.96
a13,132,1,58,0,3,ST,Turf,B+2,1000,4,21,AUS,1,0,0,2,0.5,0.5,0,0,1,92,72,45,64,0.17795,209,0.40426,40,29,45,476,0.08403,0.22059,0.23,123.643,123642.9
a14,126,3,52,0,3,ST,Turf,A,1000,4,14,AUS,0,0,0,1,0,0,0,0,1,33,35,42,37,0.07765,110,0.25882,9,16,33,385,0.02338,0.09351,-0.42,6.071,6071.4
a12,131,5,80,0,4,HV,Turf,A,1200,3,18,SPA,0,0,0,1,0,0,0,0,1,15,13,13,9,0.1,41,0.27,3,1,5,80,0.04,0.13,-0.5,9.4,11300
a04,126,4,71,2,5,HV,Turf,B,1800,3,35,GER,0,4,5,23,0,0.39,0.17,0.22,1,13,19,23,19,0.05039,55,0.21318,86,47,32,503,0.17097,0.4175,0.21,3.889,7000.02
a06,118,12,24,-2,4,HV,Turf,C,1650,5,28,NZ,0,0,2,18,0,0.11,0,0.11,1,18,27,30,37,0.04265,75,0.17773,2,4,7,55,0.03636,0.10909,-0.01,-5.75,-9487.5
a12,121,10,49,-3,4,HV,Turf,A,1000,4,22,NZ,0,0,0,2,0,0,0,0,1,6,5,2,8,0.0458,13,0.09924,3,4,7,151,0.01987,0.09934,-0.35,-3.083,-3083.3
a11,125,10,91,2,5,HV,Turf,B,1800,2,10,AUS,6,3,1,17,0.35,0.59,0.18,0.06,2,10,11,8,6,0.09346,29,0.27103,16,18,10,146,0.10959,0.34932,0.38,2.583,4650
a07,116,12,83,0,5,ST,Turf,C+3,1400,2,35,AUS,2,2,2,21,0.1,0.29,0.1,0.1,0,39,28,38,32,0.09873,105,0.26582,9,20,16,176,0.05114,0.21591,0.27,-6.714,-9400.02
a04,127,8,71,0,3,ST,Turf,B+2,1200,3,50,NZ,0,0,0,1,0,0,0,0,0,9,21,21,24,0.02941,51,0.16667,7,8,21,275,0.02545,0.08,-0.5,3.571,4285.68
a04,117,14,46,-2,5,ST,Turf,A,1600,4,119,NZ,1,1,0,14,0.07,0.14,0.07,0,0,43,21,29,30,0.11749,93,0.2541,11,19,23,287,0.03833,0.14634,0.09,-5.786,-9257.12
a11,127,2,52,0,4,ST,Turf,C,1000,4,22,AUS,0,0,0,1,0,0,0,0,1,9,16,11,13,0.05,36,0.2,4,8,12,198,0.0202,0.09091,-0.38,3.857,3857.1
a05,125,4,70,0,5,HV,Turf,A,1200,3,53,NZ,1,0,3,11,0.09,0.36,0,0.27,0,7,10,7,13,0.04,24,0.15,25,18,13,177,0.14,0.38,0.32,1.7,2000
a11,125,9,49,-2,5,HV,Turf,A,1200,4,20,NZ,0,3,5,16,0,0.5,0.19,0.31,1,19,30,43,39,0.05292,92,0.25627,37,37,37,419,0.08831,0.26253,0.28,3.25,3900
a02,114,3,61,1,3,ST,Turf,C,1000,3,0,AUS,1,1,4,10,0.1,0.6,0.1,0.4,2,76,54,38,55,0.18491,168,0.40876,30,38,55,411,0.07299,0.29684,0.17,-4.929,-4928.6
a07,117,4,63,0,5,HV,Turf,B,1000,3,14,AUS,4,2,0,25,0.16,0.24,0.08,0,1,19,18,10,10,0.07917,47,0.19583,4,9,9,221,0.0181,0.1086,-0.03,-5.25,-5250
a06,133,11,40,0,8,ST,Turf,C+3,1650,5,42,FR,3,4,5,37,0.08,0.32,0.11,0.14,1,13,16,12,21,0.05058,41,0.15953,15,18,14,203,0.07389,0.26601,0.28,12,19800
a04,118,8,65,-1,5,ST,AWT,C,1200,3,15,AUS,0,0,2,12,0,0.166666667,0,0.166666667,2,7,10,10,12,0.053030303,27,0.204545455,4,11,9,114,0.035087719,0.219298246,0.13,-2.5,143400
a08,127,6,50,0,6,ST,AWT,AWT,1650,4,0,IRE,1,1,2,21,0.05,0.19,0.05,0.1,1,49,32,32,37,0.12099,113,0.27901,38,32,37,405,0.09383,0.25185,0.26,4.769,7869.18
a10,131,6,78,-2,5,ST,Turf,C+3,1000,3,22,GB,4,2,6,32,0.13,0.38,0.06,0.19,1,10,14,14,10,0.07576,38,0.28788,15,18,10,142,0.10563,0.34507,-0.21,7.8,7785.7
a08,120,2,68,-2,6,ST,Turf,A,1200,3,17,AUS,2,1,4,24,0.083333333,0.291666667,0.041666667,0.166666667,1,6,9,6,9,0.053097345,21,0.185840708,9,9,11,137,0.065693431,0.204379562,0.01,-3.642857143,147171.4286
a12,122,12,52,-2,5,ST,AWT,AWT,1650,4,21,IRE,0,0,0,11,0,0,0,0,2,11,16,12,16,0.05392,39,0.19118,17,15,16,249,0.06827,0.20884,-0.26,-0.643,-1060.785
a05,129,1,56,0,5,HV,Turf,C+3,1650,4,24,AUS,0,0,0,10,0,0,0,0,1,11,4,7,7,0.164179104,22,0.328358209,17,15,10,114,0.149122807,0.368421053,0,5.333333333,204050
a04,118,6,91,1,4,ST,Turf,A,2400,G3,21,IRE,2,2,2,8,0.25,0.75,0.25,0.25,1,72,50,35,52,0.18898,157,0.41207,20,20,22,314,0.06369,0.23248,0.26,-0.643,-1542.96
a10,125,1,51,-3,4,ST,Turf,B+2,1200,4,53,IRE,0,0,0,3,0,0,0,0,0,23,28,31,23,0.07797,82,0.27797,7,8,21,275,0.02545,0.08,-0.29,1,1200
a08,121,12,49,-2,4,ST,AWT,AWT,1200,4,10,AUS,1,0,3,14,0.07,0.29,0,0.21,1,9,19,19,20,0.03422,47,0.17871,8,16,20,253,0.03162,0.13043,-0.13,-3.417,-4100.04
a13,131,6,83,-2,7,ST,Turf,B,1600,3,19,NZ,2,3,4,30,0.07,0.3,0.1,0.13,1,13,20,24,20,0.06132,57,0.26887,0,1,2,19,0,0.10526,0.05,8.214,13142.88
a11,125,8,50,-1,3,ST,Turf,A+3,1200,4,20,AUS,0,2,0,6,0,0.33,0.33,0,1,47,71,44,49,0.08333,162,0.28723,166,79,74,672,0.24702,0.51488,0.21,2.143,2571.48
a07,119,4,43,0,6,ST,AWT,AWT,1800,4,14,GB,1,1,0,20,0.05,0.1,0.05,0,2,29,22,39,32,0.07398,90,0.22959,130,58,59,508,0.25591,0.52756,0.15,-5.9,-10620
a11,121,10,48,-2,3,ST,Turf,C,1400,4,14,NZ,0,0,0,3,0,0,0,0,2,28,29,28,30,0.10145,85,0.30797,27,24,23,272,0.09926,0.27574,-0.64,-3.786,-5299.98
a09,126,1,52,0,4,ST,Turf,B+2,1200,4,56,NZ,0,0,0,1,0,0,0,0,0,19,23,25,25,0.05108,67,0.18011,33,28,25,263,0.12548,0.31939,-0.19,2,2400
a10,107,10,83,-2,4,ST,Turf,C+3,1600,2,21,GB,0,0,0,2,0,0,0,0,1,44,61,40,45,0.09167,145,0.30208,6,8,2,30,0.2,0.46667,0.15,-12.5,-20000
a07,118,12,46,-2,3,HV,Turf,C+3,1000,4,13,AUS,0,0,0,4,0,0,0,0,1,19,36,23,21,0.0546,78,0.22414,23,18,19,361,0.06371,0.16898,0.02,-4.167,-4166.7
a07,121,7,48,0,5,HV,Turf,C,1650,4,14,NZ,1,3,2,21,0.05,0.29,0.14,0.1,1,49,33,32,39,0.11667,114,0.27143,35,23,39,383,0.09138,0.22454,0.09,-3.417,-5637.555
a08,109,10,41,-3,3,HV,Turf,C+3,1650,4,24,NZ,0,0,0,6,0,0,0,0,1,32,27,46,34,0.0724,105,0.23756,2,2,6,162,0.01235,0.04938,-0.24,-12.167,-20075.055
a07,119,1,48,-2,4,ST,Turf,C,1400,4,18,NZ,0,0,0,3,0,0,0,0,1,17,15,31,22,0.06227,63,0.23077,7,16,19,230,0.03043,0.13913,-0.17,-5.571,-7799.96
a10,104,4,21,-1,4,ST,AWT,AWT,1200,5,20,AUS,0,0,2,16,0,0.13,0,0.13,2,13,22,30,23,0.05285,65,0.26423,1,9,10,95,0.01053,0.16842,0.22,-20.25,-24300
a06,127,5,73,0,4,HV,Turf,C,1650,3,21,NZ,0,0,0,1,0,0,0,0,1,61,40,43,39,0.13616,144,0.32143,35,23,39,383,0.09138,0.22454,-0.27,4.8,7920
a07,129,10,54,0,7,ST,Turf,A+3,1200,4,13,AUS,3,5,2,43,0.07,0.23,0.12,0.05,2,14,23,20,29,0.03955,57,0.16102,39,49,56,596,0.06544,0.24329,0.01,6.143,7371.48
a01,121,3,75,6,5,ST,Turf,A,1200,3,21,FR,2,0,1,13,0.15,0.23,0,0.08,1,31,25,45,34,0.0711,101,0.23165,10,10,16,189,0.05291,0.15344,0.19,-1.357,-1628.52
a01,121,6,84,0,5,ST,Turf,C+3,1650,2,42,IRE,2,2,2,18,0.11,0.33,0.11,0.11,1,30,19,22,22,0.10753,71,0.25448,77,44,35,334,0.23054,0.52096,0.17,-3.083,-5087.445
a02,129,4,36,-2,5,ST,AWT,AWT,1800,5,35,NZ,1,1,1,22,0.05,0.14,0.05,0.05,1,13,9,21,10,0.07831,43,0.25904,12,15,13,162,0.07407,0.25309,0.01,3.4,6171.4
a01,126,5,33,-2,4,HV,Turf,C,1800,5,32,NZ,0,0,0,8,0,0,0,0,1,8,11,9,14,0.04444,28,0.15556,53,28,26,235,0.22553,0.51915,-0.17,1.4,2520
a10,127,12,52,0,3,ST,Turf,A+3,1200,4,27,NZ,0,0,0,1,0,0,0,0,1,25,30,18,23,0.06649,73,0.19415,40,28,45,430,0.09302,0.23256,-0.19,2.714,3257.16
a13,113,8,16,-3,7,ST,AWT,AWT,1800,5,122,AUS,1,0,2,31,0.03,0.1,0,0.06,0,7,8,10,10,0.04487,25,0.16026,6,11,12,163,0.03681,0.16564,-0.17,-12.083,-21749.94
a11,114,2,16,-3,4,HV,Turf,B,1650,5,25,FR,0,0,0,13,0,0,0,0,1,6,12,7,6,0.05405,25,0.22523,4,8,8,109,0.0367,0.18349,-0.18,-10,-16500
a10,114,7,90,0,6,ST,Turf,C,1600,1,21,NZ,4,6,6,22,0.181818182,0.727272727,0.272727273,0.272727273,2,6,12,8,10,0.058252427,26,0.252427184,2,4,3,46,0.043478261,0.217391304,0.35,-5.1,190560
a07,130,5,52,-2,7,HV,Turf,A,1650,4,168,IRE,3,1,3,30,0.1,0.23,0.03,0.1,0,13,23,20,19,0.05078,56,0.21875,35,33,26,288,0.12153,0.32639,0.05,4.583,7562.45
a02,132,12,39,0,6,HV,Turf,A,1200,5,35,NZ,2,5,0,30,0.07,0.23,0.17,0,2,6,10,8,15,0.0339,24,0.13559,9,9,10,115,0.07826,0.26087,0.13,7.833,9399.96
a03,125,2,71,-2,5,HV,Turf,C+3,1650,3,28,IRE,0,1,1,15,0,0.13,0.07,0.07,1,19,22,24,24,0.05177,65,0.17711,1,7,7,88,0.01136,0.15909,-0.06,3.417,5637.555
a09,123,12,52,0,3,ST,Turf,B+2,1000,4,0,AUS,0,0,0,0,0,0,0,0,0,20,28,32,39,0.04474,80,0.17897,4,6,8,234,0.01709,0.05983,0,123.643,123642.9
a13,121,10,33,-2,7,ST,AWT,AWT,1800,5,7,NZ,1,1,2,30,0.03,0.13,0.03,0.07,2,8,8,10,12,0.05674,26,0.1844,10,9,10,154,0.06494,0.2013,-0.01,-4.6,-8228.6
a07,123,1,69,-2,4,HV,Turf,C+3,1000,3,70,AUS,0,0,0,3,0,0,0,0,0,6,10,19,15,0.02956,35,0.17241,29,19,28,306,0.09477,0.23529,-0.27,4,4000
a03,115,10,42,-1,4,HV,Turf,C,1000,4,14,AUS,0,0,0,5,0,0,0,0,2,6,9,18,15,0.03046,33,0.16751,8,18,19,246,0.03252,0.1626,-0.15,-4.917,-4916.7
a02,117,11,64,6,4,ST,Turf,A+3,1000,3,18,NZ,2,1,0,8,0.25,0.38,0.13,0,1,62,42,29,45,0.19255,133,0.41304,22,34,32,386,0.05699,0.23057,0.15,-3.714,-3714.3
a10,123,13,70,2,5,ST,Turf,C+3,1400,3,28,AUS,0,1,2,11,0,0.27,0.09,0.18,1,2,5,11,7,0.02174,18,0.19565,15,13,18,161,0.09317,0.23602,0.15,1.6,2300
a05,119,3,84,0,5,ST,Turf,C+3,1400,2,59,AUS,4,0,7,17,0.24,0.65,0,0.41,1,23,22,28,26,0.09746,73,0.30932,6,11,12,160,0.0375,0.16875,0.28,-2.857,-3999.94
a04,128,4,54,-2,5,ST,Turf,B+2,1200,4,18,NZ,4,0,1,26,0.15,0.19,0,0.04,2,25,23,21,22,0.08117,69,0.22403,26,37,36,403,0.06452,0.24566,0,4,4800
a08,113,2,89,-1,5,ST,Turf,A,1400,1,10,AUS,6,2,1,27,0.222222222,0.333333333,0.074074074,0.037037037,2,6,7,9,11,0.058823529,22,0.215686275,20,17,17,141,0.141843972,0.340425532,0.19,-9.8,171920
a07,118,13,70,-2,4,ST,Turf,A,1400,3,36,IRE,0,0,0,2,0,0,0,0,2,31,24,20,20,0.14155,75,0.34247,20,14,20,195,0.10256,0.24103,0.15,-5.429,-7600.04
a14,132,6,79,0,7,ST,Turf,C+3,1600,3,31,IRE,4,3,5,30,0.13,0.4,0.1,0.17,1,24,23,14,17,0.07453,61,0.18944,17,29,29,292,0.05822,0.23288,0.08,9.929,15885.76
a11,118,12,63,-2,4,ST,Turf,C+3,1200,3,26,NZ,0,0,0,2,0,0,0,0,1,47,24,33,32,0.11298,104,0.25,32,20,34,336,0.09524,0.22917,-0.12,-4.5,-5400
a10,131,6,36,-1,5,ST,Turf,B+2,1400,5,28,AUS,4,2,4,40,0.1,0.25,0.05,0.1,1,59,34,43,42,0.10612,136,0.2446,31,40,37,394,0.07868,0.28934,0.06,126,176400
a01,115,12,62,2,6,HV,Turf,C,1650,3,196,FR,0,4,2,25,0,0.24,0.16,0.08,0,32,34,42,37,0.07619,108,0.25714,37,48,54,577,0.06412,0.2461,0.19,-8.667,-14300.055
a03,113,2,47,0,8,ST,Turf,A,1600,4,28,AUS,7,2,2,54,0.12962963,0.203703704,0.037037037,0.037037037,1,5,7,7,7,0.066666667,19,0.253333333,10,20,12,118,0.084745763,0.355932203,0.18,1.5,189600
a09,124,9,81,-1,4,ST,Turf,C+3,1400,2,49,NZ,0,0,1,4,0,0.25,0,0.25,0,12,24,22,28,0.03604,58,0.17417,2,14,11,124,0.01613,0.21774,0.1,1.286,1799.98
a12,115,7,62,-2,4,ST,Turf,B+2,1400,3,60,AUS,0,0,0,4,0,0,0,0,1,5,8,9,8,0.03704,22,0.16296,1,2,5,26,0.03846,0.15385,-0.19,-5.857,-8199.94
a05,125,14,72,-1,5,ST,Turf,A+3,1400,3,20,NZ,4,3,3,22,0.18,0.45,0.14,0.14,1,92,71,45,63,0.18075,208,0.40864,39,49,56,596,0.06544,0.24329,0.17,3.786,5299.98
a07,124,4,51,0,7,HV,Turf,B,1650,4,7,AUS,4,3,3,41,0.1,0.24,0.07,0.07,2,20,12,15,17,0.13986,47,0.32867,0,0,0,0,0,0,0.22,-0.667,-1100
a05,128,4,92,6,6,ST,AWT,AWT,1200,2,35,GB,3,1,1,17,0.18,0.29,0.06,0.06,1,29,22,39,32,0.07398,90,0.22959,7,8,22,281,0.02491,0.07829,0.19,5.917,7100.04
a02,131,10,58,2,7,HV,Turf,B,1650,4,21,IRE,2,6,5,41,0.05,0.32,0.15,0.12,1,31,26,25,30,0.11191,82,0.29603,113,55,52,457,0.24726,0.52079,0.31,10.25,16912.5
a04,121,4,128,2,5,ST,Turf,B,1200,G2,22,NZ,6,5,2,17,0.35,0.76,0.29,0.12,1,38,27,25,27,0.17117,90,0.40541,79,47,36,343,0.23032,0.52478,0.38,-0.625,-750
a13,125,7,78,-2,5,ST,Turf,B,2000,3,11,NZ,1,1,0,16,0.06,0.13,0.06,0,2,4,13,13,13,0.02139,30,0.16043,6,11,9,109,0.05505,0.19266,-0.08,2.071,4142.8
a03,122,7,69,-2,4,ST,Turf,B+2,1400,3,11,NZ,0,0,0,4,0,0,0,0,2,67,46,50,48,0.12984,163,0.31589,31,40,37,394,0.07868,0.28934,-0.04,120.5,168700
a11,119,3,61,-2,4,HV,Turf,C+3,1000,3,16,AUS,0,0,0,3,0,0,0,0,2,21,27,24,16,0.07554,72,0.25899,0,0,2,15,0,0,-0.22,-3.75,-3750
a03,130,1,37,-2,8,HV,Turf,A,1200,5,42,AUS,2,1,2,42,0.05,0.12,0.02,0.05,1,27,21,16,19,0.12676,64,0.30047,3,3,6,87,0.03448,0.11494,-0.38,5.833,6999.96
a10,117,11,46,-2,6,ST,Turf,A,1400,4,17,NZ,2,1,5,27,0.07,0.3,0.04,0.19,1,35,19,25,26,0.10938,79,0.24688,7,16,20,237,0.02954,0.13502,0.1,-6.357,-8899.94
a07,130,12,37,-1,9,ST,Turf,C,1800,5,18,USA,3,3,2,53,0.06,0.15,0.06,0.04,1,14,23,21,13,0.04667,58,0.19333,64,40,25,419,0.15274,0.39379,0.17,4.071,7328.52
a05,126,7,33,0,6,ST,Turf,B,1400,5,39,NZ,1,1,1,23,0.04,0.13,0.04,0.04,0,17,19,15,22,0.05363,51,0.16088,0,7,4,53,0,0.15094,0.13,0.429,600.04
a10,133,6,78,-1,5,HV,Turf,C,1650,3,21,AUS,2,1,0,11,0.18,0.27,0.09,0,1,7,13,8,6,0.05882,28,0.23529,16,19,12,156,0.10256,0.33974,0.1,8.25,13612.5
a07,123,8,89,-2,6,ST,Turf,Turf,1200,2,14,AUS,4,3,0,26,0.153846154,0.269230769,0.115384615,0,2,6,7,9,11,0.052631579,22,0.192982456,4,6,9,100,0.04,0.21,-0.21,-10,142800
a05,121,7,47,-2,5,ST,AWT,AWT,1200,4,21,ITY,0,0,1,15,0,0.07,0,0.07,1,23,28,31,24,0.07566,82,0.26974,26,36,33,320,0.08125,0.30938,0.25,-1,-1200
a02,124,12,51,0,4,ST,Turf,B,1400,4,35,NZ,1,2,2,19,0.05,0.26,0.11,0.11,1,22,17,36,23,0.0712,75,0.24272,0,7,4,53,0,0.15094,0.23,2.5,3500
a12,123,10,69,-3,5,HV,Turf,A,1800,3,10,AUS,0,2,3,8,0,0.625,0.25,0.375,2,8,10,10,14,0.056338028,28,0.197183099,5,11,11,121,0.041322314,0.214876033,-0.14,-0.166666667,221700
a09,128,14,75,0,5,ST,Turf,C+3,1400,3,28,NZ,0,1,0,6,0,0.17,0.17,0,1,3,8,5,6,0.02479,16,0.13223,23,14,8,134,0.17164,0.36567,-0.12,6.6,9300
a05,122,5,50,-2,4,HV,Turf,C,1000,4,10,AUS,1,0,0,8,0.13,0.13,0,0,2,4,9,15,11,0.02516,28,0.1761,11,9,13,207,0.05314,0.14976,-0.04,-2.75,-2750
a06,133,9,60,-2,6,HV,Turf,C,1800,4,14,AUS,2,2,2,27,0.07,0.22,0.07,0.07,2,17,19,27,25,0.05822,63,0.21575,43,45,42,499,0.08617,0.26653,-0.09,9.917,17850.06
a12,120,11,72,0,7,HV,Turf,A,1200,3,50,NZ,5,6,8,42,0.12,0.45,0.14,0.19,0,9,8,11,11,0.05056,28,0.1573,6,12,13,180,0.03333,0.15556,0.14,-5.333,-6399.96
a11,129,8,38,0,5,ST,Turf,A+3,1600,5,7,AUS,4,2,3,38,0.11,0.24,0.05,0.08,1,51,28,34,35,0.11111,113,0.24619,15,28,27,356,0.04213,0.16292,-0.01,3.714,5942.88
a12,122,6,85,-1,6,HV,Turf,C,1650,2,157,AUS,4,3,2,18,0.222222222,0.5,0.166666667,0.111111111,0,3,11,8,6,0.028037383,22,0.205607477,2,3,8,84,0.023809524,0.071428571,0.13,1.75,198412.5
a07,118,12,55,-2,5,ST,Turf,A,1200,4,42,NZ,3,1,0,18,0.17,0.22,0.06,0,0,12,24,24,29,0.03529,60,0.17647,5,5,2,23,0.21739,0.43478,-0.06,6.786,8142.84
a03,123,3,69,-2,5,HV,Turf,A,1800,3,10,GB,1,3,0,19,0.05,0.21,0.16,0,2,13,13,12,11,0.1,38,0.29,12,8,15,165,0.07,0.18,0.14,0.5,900
a06,123,12,60,0,6,ST,AWT,AWT,1200,4,45,NZ,1,1,1,29,0.03,0.1,0.03,0.03,1,16,10,6,10,0.09412,32,0.18824,1,5,5,71,0.01408,0.15493,-0.13,2.167,2600.04
a10,117,10,64,-2,4,HV,Turf,A,1200,3,28,AUS,0,0,0,3,0,0,0,0,1,4,8,8,5,0.04,20,0.2,10,12,13,179,0.06,0.21,0.04,-4.6,-5500
a02,132,10,59,-2,6,HV,Turf,C+3,1200,4,46,NZ,2,1,0,21,0.1,0.14,0.05,0,1,21,17,22,22,0.10995,60,0.31414,5,7,9,90,0.05556,0.24444,0.38,7.583,9099.96
