Country,Age,ImportType,No1,No2,No3,NoR,Last10R,RaceIndex,RC,Track,Course,Dist,G,RaceClass,Dr,Rtg,Trainer,Jockey,Win.Odds,AcctWt,DeclarHorseWt,Pla
NZ,6,PPG,6,2,6,29,2,463,ST,Turf,A,1800,G,3,10,75,ATMillard,JMoreira,3.1,129,1109,1
NZ,5,PPG,6,2,6,29,2,372,HV,Turf,A,1800,G,3,7,75,ATMillard,MGuyon,2.6,123,1087,12
NZ,6,PPG,6,2,6,29,2,325,ST,Turf,A+3,1800,GF,3,10,67,ATMillard,MGuyon,4.9,120,1100,1
NZ,6,PPG,6,2,6,29,2,250,HV,Turf,B,1650,GF,3,3,66,ATMillard,MDemuro,2.9,120,1084,3
NZ,6,PPG,6,2,6,29,2,200,ST,Turf,C,1600,GF,4,2,60,ATMillard,JMoreira,3.2,133,1093,1
NZ,4,PPG,6,2,6,29,2,135,ST,Turf,C,1600,GF,4,2,60,ATMillard,NCallan,2.2,133,1096,3
NZ,4,PPG,6,2,6,29,2,79,ST,Turf,A+3,1600,GF,4,5,53,ATMillard,NCallan,3,126,1097,1
NZ,6,PPG,6,2,6,29,2,39,ST,Turf,C,1600,GF,4,3,53,ATMillard,NCallan,2.8,130,1099,5
NZ,6,PPG,5,1,1,30,0,752,ST,Turf,A,1600,GF,3,12,61,ASCruz,KCNg,99,111,1144,10
NZ,6,PPG,5,1,1,30,0,693,ST,Turf,B+2,1600,GF,3,12,63,ASCruz,MChadwick,99,116,1138,9
NZ,6,PPG,5,1,1,30,0,644,ST,AWT,AWT,1650,WS,3,4,65,ASCruz,KCNg,45,114,1150,11
NZ,6,PPG,5,1,1,30,0,553,ST,Turf,C,1600,GY,3,4,67,ASCruz,MChadwick,28,122,1159,11
NZ,6,PPG,5,1,1,30,0,499,ST,Turf,A,1600,G,3,6,69,ASCruz,MChadwick,67,122,1175,9
NZ,6,PPG,5,1,1,30,0,332,ST,Turf,C+3,1800,G,3,4,70,ASCruz,CYHo,15,124,1188,9
NZ,6,PPG,5,1,1,30,0,278,HV,Turf,C,1650,G,3,12,70,ASCruz,MLYeung,12,122,1165,8
NZ,6,PPG,5,1,1,30,0,214,ST,Turf,C,1600,G,3,6,70,ASCruz,KCNg,15,121,1166,7
NZ,6,PPG,5,1,1,30,0,179,ST,Turf,A+3,1600,G,3,3,64,ASCruz,DWhyte,6.1,117,1172,1
NZ,6,PPG,5,1,1,30,0,116,ST,Turf,C+3,1600,GF,4,11,57,ASCruz,JMoreira,3.5,130,1166,1
NZ,6,PPG,5,1,1,30,0,59,ST,Turf,A,1600,G,4,11,57,ASCruz,DWhyte,4.6,130,1152,9
NZ,6,PPG,5,1,1,30,0,22,ST,Turf,C,1600,GF,4,2,56,ASCruz,DWhyte,2.7,129,1168,2
NZ,6,PPG,5,1,1,30,0,730,ST,Turf,C+3,1600,GF,4,2,58,ASCruz,DWhyte,5.9,133,1162,6
NZ,5,PPG,5,1,1,30,0,676,ST,Turf,A+3,1600,GF,4,3,60,ASCruz,DWhyte,2.2,133,1155,5
NZ,5,PPG,5,1,1,30,0,603,ST,AWT,AWT,1650,WF,3,7,61,ASCruz,MLYeung,5.5,114,1148,8
NZ,6,PPG,5,1,1,30,0,551,ST,Turf,C+3,1600,GF,3,7,61,ASCruz,MLYeung,5.2,113,1141,3
NZ,6,PPG,5,1,1,30,0,398,ST,Turf,A,1400,G,3,4,62,ASCruz,KCNg,20,111,1171,10
NZ,6,PPG,5,1,1,30,0,202,ST,Turf,C,1600,GF,3,4,62,ASCruz,MChadwick,10,115,1152,6
NZ,6,PPG,5,1,1,30,0,167,ST,Turf,A,1600,GF,3,12,62,ASCruz,MDemuro,5.6,115,1142,5
NZ,4,PPG,5,1,1,30,0,135,ST,Turf,C,1600,GF,4,9,56,ASCruz,GMosse,8.1,129,1142,1
NZ,6,PPG,5,1,1,30,0,95,HV,Turf,A,1800,GF,4,10,56,ASCruz,GMosse,4.2,131,1135,10
NZ,4,PPG,5,1,1,30,0,61,ST,Turf,A,1800,GF,4,5,56,ASCruz,MLYeung,2.9,127,1143,10
NZ,6,PPG,5,1,1,30,0,23,ST,Turf,B+2,1600,GF,4,1,51,ASCruz,MLYeung,6.8,123,1140,1
NZ,7,PPG,4,1,4,26,1,87,ST,Turf,B+2,1400,GF,4,3,55,PFYiu,KKChiong,7.4,121,1141,1
NZ,7,PPG,4,1,4,26,1,23,ST,Turf,C,1400,G,4,2,55,PFYiu,HWLai,10,129,1147,6
NZ,7,PPG,4,1,4,26,1,749,ST,Turf,A,1400,GF,4,3,54,PFYiu,OBosson,10,127,1133,3
NZ,7,PPG,4,1,4,26,1,713,ST,Turf,C,1400,GY,4,6,56,PFYiu,KKChiong,7.2,123,1142,5
NZ,7,PPG,4,1,4,26,1,625,ST,AWT,AWT,1200,GD,4,11,57,PFYiu,HWLai,31,130,1150,10
NZ,7,PPG,4,1,4,26,1,570,ST,Turf,C+3,1400,GF,4,6,57,PFYiu,HWLai,8.5,129,1154,4
NZ,7,PPG,4,1,4,26,1,512,ST,Turf,A+3,1400,G,4,11,57,PFYiu,HWLai,8,130,1158,7
NZ,7,PPG,4,1,4,26,1,439,ST,Turf,B,1400,G,4,12,52,PFYiu,HWLai,11,125,1162,1
NZ,7,PPG,4,1,4,26,1,331,ST,Turf,C+3,1600,GY,4,9,52,PFYiu,HWLai,17,126,1145,5
NZ,7,PPG,4,1,4,26,1,294,ST,Turf,B+2,1400,G,4,14,46,PFYiu,HWLai,3.9,121,1144,1
NZ,7,PPG,4,1,4,26,1,266,ST,Turf,C+3,1400,G,4,10,44,PFYiu,HWLai,38,118,1133,2
NZ,6,PPG,4,1,4,26,1,156,ST,Turf,C+3,1400,G,4,9,44,PFYiu,HWLai,7.6,117,1143,11
NZ,6,PPG,4,1,4,26,1,771,ST,Turf,B+2,1400,GF,4,10,44,PFYiu,HWLai,9.1,117,1122,9
NZ,6,PPG,4,1,4,26,1,740,ST,Turf,A,1400,GF,4,2,42,PFYiu,HWLai,5.2,115,1136,3
NZ,7,PPG,4,1,4,26,1,636,ST,Turf,C+3,1400,G,5,1,37,PFYiu,HWLai,16,128,1138,1
NZ,6,PPG,4,1,4,26,1,373,ST,AWT,AWT,1200,GD,5,3,37,PFYiu,URispoli,28,130,1103,PU
NZ,6,PPG,4,1,4,26,1,283,ST,Turf,C+3,1000,GF,5,8,39,PFYiu,HWLai,17,130,1095,9
NZ,7,PPG,4,1,4,26,1,267,ST,Turf,B+2,1400,GF,4,12,41,PFYiu,HWLai,49,112,1106,13
NZ,7,PPG,4,1,4,26,1,178,ST,Turf,B+2,1200,GF,4,1,43,PFYiu,HWLai,15,114,1108,5
NZ,7,PPG,4,1,4,26,1,32,ST,AWT,AWT,1200,GD,4,8,43,PFYiu,CKTong,10,114,1114,9
AUS,7,PP,4,1,1,40,2,156,ST,AWT,AWT,1650,GD,3,1,69,CFownes,NCallan,10,122,1102,10
AUS,7,PP,4,1,1,40,2,89,ST,AWT,AWT,1650,GD,3,10,64,CFownes,MLYeung,10,116,1098,1
AUS,7,PP,4,1,1,40,2,55,ST,Turf,A,1600,GF,3,6,66,CFownes,MLYeung,99,117,1099,9
AUS,7,PP,4,1,1,40,2,16,HV,Turf,B,1650,GY,3,2,67,CFownes,CYHo,41,119,1080,12
AUS,7,PP,4,1,1,40,2,752,ST,Turf,A,1600,GF,3,6,69,CFownes,CKTong,99,122,1089,9
AUS,7,PP,4,1,1,40,2,716,ST,Turf,C,1800,GY,3,13,71,CFownes,CKTong,61,122,1087,5
AUS,7,PP,4,1,1,40,2,685,HV,Turf,C+3,1800,G,3,9,73,CFownes,CYHo,53,125,1081,11
AUS,7,PP,4,1,1,40,2,663,ST,Turf,A,1800,GF,3,8,75,CFownes,CYHo,80,127,1079,7
AUS,7,PP,4,1,1,40,2,636,HV,Turf,A,1800,G,3,8,77,CFownes,CYHo,25,128,1085,9
AUS,7,PP,4,1,1,40,2,579,HV,Turf,B,2200,G,3,10,79,CFownes,CYHo,62,127,1091,11
AUS,7,PP,4,1,1,40,2,543,ST,AWT,AWT,1650,GD,3,13,80,CFownes,ODoleuze,10,128,1074,11
AUS,7,PP,4,1,1,40,2,513,ST,Turf,A+3,2000,G,3,1,80,CFownes,NCallan,48,133,1099,7
AUS,7,PP,4,1,1,40,2,462,ST,AWT,AWT,1800,GD,3,3,80,CFownes,NCallan,6.7,133,1094,11
AUS,7,PP,4,1,1,40,2,405,ST,AWT,AWT,1650,GD,3,12,75,CFownes,GSchofield,9.8,129,1094,1
AUS,7,PP,4,1,1,40,2,317,ST,AWT,AWT,1650,GD,3,14,75,CFownes,ZPurton,10,128,1094,3
AUS,6,PP,4,1,1,40,2,234,ST,AWT,AWT,1650,GD,3,11,77,CFownes,CKTong,38,128,1103,9
AUS,7,PP,4,1,1,40,2,126,HV,Turf,C+3,1650,G,3,3,79,CFownes,CKTong,64,131,1101,11
AUS,6,PP,4,1,1,40,2,84,ST,Turf,B+2,1600,GY,2,1,81,CFownes,CKTong,91,116,1100,13
AUS,7,PP,4,1,1,40,2,36,HV,Turf,B,1650,G,2,10,83,CFownes,CKTong,77,117,1087,11
AUS,6,PP,4,1,1,40,2,7,ST,Turf,B,1400,G,2,9,83,CFownes,CKTong,99,118,1100,9
AUS,6,PP,4,1,1,40,2,743,ST,AWT,AWT,1650,GD,2,4,84,CFownes,MLYeung,14,111,1082,8
AUS,7,PP,4,1,1,40,2,702,HV,Turf,C,2200,GF,3,1,84,CFownes,CYHo,16,131,1080,5
AUS,7,PP,4,1,1,40,2,652,ST,AWT,AWT,1800,GD,2,10,83,CFownes,CYHo,4.6,116,1081,2
AUS,7,PP,4,1,1,40,2,547,ST,Turf,C+3,2200,GF,2,12,85,CFownes,CKTong,31,112,1076,13
AUS,7,PP,4,1,1,40,2,491,ST,AWT,AWT,1650,FT,2,2,86,CFownes,CKTong,15,118,1074,4
AUS,7,PP,4,1,1,40,2,474,HV,Turf,C,1800,G,2,1,86,CFownes,CKTong,25,121,1078,6
AUS,7,PP,4,1,1,40,2,395,ST,Turf,A,2000,G,2,1,86,CFownes,URispoli,27,119,1081,5
AUS,7,PP,4,1,1,40,2,342,ST,AWT,AWT,1800,FT,3,14,80,CFownes,NCallan,15,133,1079,1
AUS,6,PP,4,1,1,40,2,290,ST,AWT,AWT,1200,GD,3,6,81,CFownes,NCallan,26,130,1080,9
AUS,5,PP,4,1,1,40,2,229,HV,Turf,A,1800,G,2,12,83,CFownes,CYHo,17,116,1077,6
AUS,7,PP,4,1,1,40,2,114,ST,Turf,B+2,2000,GF,3,10,84,CFownes,CYHo,8.7,130,1080,6
AUS,7,PP,4,1,1,40,2,15,ST,AWT,AWT,1650,WF,3,5,84,CFownes,CKTong,10,131,1071,8
AUS,6,PPG,0,1,0,12,0,57,HV,Turf,C+3,1650,G,5,10,26,TKNg,HWLai,46,119,1139,11
AUS,6,PPG,0,1,0,12,0,2,ST,Turf,B,1400,G,5,6,28,TKNg,KCNg,99,116,1133,14
AUS,6,PPG,0,1,0,12,0,485,HV,Turf,B,1650,G,5,12,32,TKNg,HWLai,41,125,1125,7
AUS,5,PPG,0,1,0,12,0,383,HV,Turf,B,2200,GF,5,5,37,RGibson,URispoli,11,131,1132,12
AUS,5,PPG,0,1,0,12,0,272,ST,Turf,C,1800,GF,5,4,37,RGibson,URispoli,8.9,130,1131,14
AUS,6,PPG,0,1,0,12,0,245,HV,Turf,B,1800,GF,5,9,35,RGibson,URispoli,99,128,1138,2
AUS,6,PPG,0,1,0,12,0,169,HV,Turf,B,1650,G,5,6,39,RGibson,URispoli,99,132,1141,10
AUS,4,PPG,0,1,0,12,0,77,ST,Turf,A+3,1000,GF,4,9,44,RGibson,CYHo,99,115,1120,14
AUS,4,PPG,0,1,0,12,0,68,ST,Turf,A+3,1200,GF,4,11,44,RGibson,CYHo,99,115,1136,13
AUS,6,PPG,0,1,0,12,0,20,ST,Turf,B+2,1200,GF,4,2,46,RGibson,WMLai,99,119,1149,12
NZ,8,PP,3,0,1,37,2,140,HV,Turf,A,1800,G,5,4,32,POSullivan,SClipperton,11,125,1090,11
NZ,8,PP,3,0,1,37,2,76,HV,Turf,A,1800,G,5,7,33,POSullivan,SClipperton,20,126,1059,4
NZ,8,PP,3,0,1,37,2,13,HV,Turf,B,1650,GY,5,5,33,POSullivan,SClipperton,48,126,1079,5
NZ,8,PP,3,0,1,37,2,744,ST,AWT,AWT,1800,GD,5,9,33,POSullivan,KKChiong,21,119,1084,6
NZ,8,PP,3,0,1,37,2,687,ST,Turf,B+2,2000,G,5,12,33,POSullivan,MChadwick,30,126,1101,6
NZ,8,PP,3,0,1,37,2,631,HV,Turf,A,1800,G,5,7,33,POSullivan,KKChiong,10,119,1104,9
NZ,8,PP,3,0,1,37,2,575,HV,Turf,B,1800,G,5,12,28,POSullivan,KKChiong,14,111,1086,1
NZ,8,PP,3,0,1,37,2,379,ST,Turf,B+2,2000,G,5,6,29,POSullivan,SdeSousa,2.9,122,1106,6
NZ,8,PP,3,0,1,37,2,320,HV,Turf,B,2200,G,5,7,29,POSullivan,KCLeung,3.2,121,1104,7
NZ,7,PP,3,0,1,37,2,226,ST,AWT,AWT,1800,GD,5,4,29,POSullivan,KCLeung,15,120,1092,4
NZ,8,PP,3,0,1,37,2,172,ST,Turf,A+3,2000,G,5,2,22,POSullivan,JMoreira,2.2,115,1083,1
NZ,8,PP,3,0,1,37,2,114,ST,Turf,C+3,1800,GF,5,7,23,POSullivan,KCLeung,12,115,1089,4
NZ,7,PP,3,0,1,37,2,86,HV,Turf,A,1800,GY,5,2,25,POSullivan,KCLeung,11,118,1101,6
NZ,8,PP,3,0,1,37,2,19,ST,Turf,C,1600,GF,5,9,25,POSullivan,KCLeung,10,117,1080,5
NZ,8,PP,3,0,1,37,2,692,ST,Turf,B+2,2000,GF,5,6,23,POSullivan,KCLeung,10,115,1090,3
NZ,8,PP,3,0,1,37,2,618,ST,Turf,C,2200,G,5,9,24,POSullivan,KCLeung,10,117,1079,5
NZ,8,PP,3,0,1,37,2,561,ST,Turf,A,2000,GF,5,9,24,POSullivan,KCLeung,14,115,1096,4
NZ,8,PP,3,0,1,37,2,536,HV,Turf,B,2200,GF,5,--,24,POSullivan,KCLeung,---,115,--,WV
NZ,8,PP,3,0,1,37,2,477,ST,AWT,AWT,1800,GD,5,3,24,POSullivan,KCLeung,8.5,115,1100,6
NZ,7,PP,3,0,1,37,2,421,ST,Turf,B+2,2000,GF,5,13,24,POSullivan,KCLeung,10,115,1098,7
NZ,7,PP,3,0,1,37,2,383,HV,Turf,B,2200,GF,5,4,18,POSullivan,KCLeung,12,113,1093,1
NZ,8,PP,3,0,1,37,2,347,HV,Turf,C+3,1650,G,5,12,20,POSullivan,MLYeung,18,111,1101,5
NZ,7,PP,3,0,1,37,2,284,ST,Turf,C+3,1600,GF,5,9,21,POSullivan,MLYeung,11,112,1102,4
NZ,8,PP,3,0,1,37,2,176,ST,Turf,B+2,1600,GF,5,13,23,POSullivan,MLYeung,27,114,1091,9
NZ,6,PP,3,0,1,37,2,133,ST,Turf,C,1600,GF,5,6,25,POSullivan,MLYeung,22,117,1098,5
NZ,6,PP,3,0,1,37,2,76,ST,Turf,A+3,1200,GF,5,7,25,POSullivan,MLYeung,56,117,1097,4
NZ,7,PP,4,3,3,22,1,111,ST,Turf,C,1000,GF,2,8,95,TPYung,KTeetan,18,132,1204,11
NZ,7,PP,4,3,3,22,1,622,ST,Turf,C,1000,G,2,9,90,TPYung,KTeetan,6.4,119,1218,1
NZ,7,PP,4,3,3,22,1,574,ST,Turf,C+3,1200,GF,2,2,90,TPYung,MLYeung,24,124,1224,7
NZ,7,PP,4,3,3,22,1,455,ST,Turf,C,1000,G,1,8,90,TPYung,KTeetan,5.5,113,1226,6
NZ,7,PP,4,3,3,22,1,360,ST,Turf,A+3,1000,G,2,2,82,TPYung,SdeSousa,5.8,120,1237,1
NZ,6,PP,4,3,3,22,1,231,ST,Turf,C+3,1000,G,3,2,80,TPYung,GMosse,9.2,133,1221,2
NZ,7,PP,4,3,3,22,1,139,ST,Turf,A,1400,GF,2,8,82,TPYung,CSchofield,99,118,1208,14
NZ,6,PP,4,3,3,22,1,74,ST,Turf,A+3,1200,G,2,8,83,TPYung,MLYeung,26,118,1204,5
NZ,6,PP,4,3,3,22,1,8,ST,Turf,B,1000,G,2,1,83,TPYung,KTeetan,23,120,1182,3
NZ,6,PP,4,3,3,22,1,766,HV,Turf,A,1200,GF,2,7,87,TPYung,KCNg,49,118,1203,10
NZ,6,PP,4,3,3,22,1,688,HV,Turf,B,1200,GF,2,10,87,TPYung,GMosse,17,124,1193,12
NZ,6,PP,4,3,3,22,1,587,ST,Turf,A+3,1000,GF,2,4,85,TPYung,JMoreira,12,121,1183,2
NZ,6,PP,4,3,3,22,1,447,ST,Turf,C+3,1000,GF,3,6,85,TPYung,ZPurton,3.3,133,1192,10
NZ,6,PP,4,3,3,22,1,360,ST,Turf,C,1000,GF,3,7,84,TPYung,NRawiller,7.5,132,1184,3
NZ,7,PP,4,3,3,22,1,271,ST,Turf,B+2,1400,GF,2,7,86,TPYung,ZPurton,21,120,1187,5
NZ,7,PP,4,3,3,22,1,186,ST,Turf,B+2,1200,GF,2,6,87,TPYung,MDemuro,28,120,1172,7
NZ,5,PP,4,3,3,22,1,84,ST,Turf,A+3,1400,GF,2,8,87,TPYung,MLYeung,6.2,116,1159,13
NZ,7,PP,4,3,3,22,1,9,ST,Turf,A,1000,GF,2,3,87,TPYung,ZPurton,2.8,120,1165,4
NZ,6,PPG,2,8,1,32,1,122,ST,Turf,A,1200,G,4,4,53,CHYip,SdeSousa,21,127,1075,11
NZ,6,PPG,2,8,1,32,1,58,HV,Turf,C+3,1200,G,4,1,55,CHYip,ZPurton,2.5,128,1065,10
NZ,6,PPG,2,8,1,32,1,12,HV,Turf,B,1200,GY,4,3,55,CHYip,KKChiong,6,121,1068,11
NZ,6,PPG,2,8,1,32,1,721,HV,Turf,B,1200,GF,4,--,55,CHYip,KKChiong,---,123,--,WV
NZ,6,PPG,2,8,1,32,1,651,HV,Turf,B,1200,G,4,6,55,CHYip,KKChiong,3.5,121,1058,2
NZ,6,PPG,2,8,1,32,1,596,HV,Turf,C,1200,G,4,11,54,CHYip,KKChiong,5.8,119,1065,2
NZ,6,PPG,2,8,1,32,1,527,ST,Turf,B+2,1400,G,4,12,56,CHYip,NCallan,16,129,1067,4
NZ,6,PPG,2,8,1,32,1,491,ST,Turf,A,1200,G,4,14,58,CHYip,SdeSousa,40,128,1075,4
NZ,6,PPG,2,8,1,32,1,465,HV,Turf,A,1200,GY,4,5,60,CHYip,KCNg,12,128,1074,7
NZ,6,PPG,2,8,1,32,1,370,HV,Turf,A,1000,G,4,3,60,CHYip,ZPurton,5.3,133,1080,8
NZ,6,PPG,2,8,1,32,1,246,ST,Turf,A,1200,G,3,3,62,CHYip,KKChiong,99,106,1076,UR
NZ,6,PPG,2,8,1,32,1,176,ST,Turf,A+3,1000,G,3,10,64,CHYip,KCNg,99,112,1087,11
NZ,6,PPG,2,8,1,32,1,133,ST,Turf,A,1200,GF,3,5,66,CHYip,KCNg,99,118,1089,8
NZ,5,PPG,2,8,1,32,1,102,ST,Turf,C,1400,G,3,10,68,CHYip,HNWong,99,114,1092,14
NZ,6,PPG,2,8,1,32,1,62,ST,Turf,A,1200,G,3,12,70,CHYip,KCNg,77,122,1084,11
NZ,5,PPG,2,8,1,32,1,9,ST,Turf,B,1200,G,3,5,70,CHYip,KKChiong,59,114,1080,11
NZ,5,PPG,2,8,1,32,1,770,ST,Turf,B+2,1200,GF,3,14,72,CHYip,ASuborics,59,129,1085,7
NZ,5,PPG,2,8,1,32,1,745,ST,Turf,A,1200,GF,3,1,74,CHYip,HNWong,18,118,1080,12
NZ,5,PPG,2,8,1,32,1,512,HV,Turf,A,1200,GF,3,7,76,CHYip,CYLui,13,124,1089,7
NZ,6,PPG,2,8,1,32,1,476,HV,Turf,C,1200,G,3,2,76,CHYip,CYLui,4.6,125,1090,4
NZ,5,PPG,2,8,1,32,1,437,HV,Turf,A,1200,G,3,7,74,CHYip,CYLui,11,120,1096,2
NZ,6,PPG,2,8,1,32,1,341,ST,Turf,B+2,1200,GF,3,7,74,CHYip,ZPurton,8.3,127,1094,11
NZ,6,PPG,2,8,1,32,1,317,HV,Turf,B,1200,G,3,10,74,CHYip,JMoreira,4,127,1098,9
NZ,4,PPG,2,8,1,32,1,212,HV,Turf,C+3,1200,G,3,7,72,CHYip,JMoreira,3.3,125,1095,2
NZ,4,PPG,2,8,1,32,1,157,HV,Turf,A,1200,G,3,10,72,CHYip,JMoreira,4,125,1098,2
NZ,6,PPG,2,8,1,32,1,99,HV,Turf,A,1200,GF,3,3,62,CHYip,JMoreira,1.8,115,1092,1
NZ,6,PPG,2,8,1,32,1,36,ST,Turf,C,1200,GF,3,8,61,CHYip,YTCheng,5.6,114,1090,2
NZ,7,PPG,4,6,8,40,2,146,HV,Turf,A,1200,G,3,10,67,ASCruz,CYHo,47,121,1102,11
NZ,7,PPG,4,6,8,40,2,70,ST,Turf,A+3,1200,G,3,11,67,ASCruz,MChadwick,17,120,1105,6
NZ,7,PPG,4,6,8,40,2,24,ST,Turf,C,1200,G,3,3,61,ASCruz,MChadwick,5.4,114,1107,1
NZ,7,PPG,4,6,8,40,2,715,ST,Turf,C,1200,GY,3,4,64,ASCruz,CYHo,34,115,1097,10
NZ,7,PPG,4,6,8,40,2,672,ST,Turf,A+3,1200,G,3,10,66,ASCruz,MChadwick,16,123,1107,9
NZ,7,PPG,4,6,8,40,2,626,ST,Turf,C,1200,G,3,1,68,ASCruz,MChadwick,20,121,1106,5
NZ,7,PPG,4,6,8,40,2,561,HV,Turf,A,1200,GY,3,3,70,ASCruz,KCNg,24,120,1106,11
NZ,7,PPG,4,6,8,40,2,450,HV,Turf,C+3,1200,G,3,8,71,ASCruz,MChadwick,17,124,1107,10
NZ,7,PPG,4,6,8,40,2,400,ST,Turf,C+3,1200,G,3,12,71,ASCruz,KTeetan,12,125,1103,8
NZ,7,PPG,4,6,8,40,2,297,ST,Turf,B+2,1200,G,3,7,70,ASCruz,NCallan,14,123,1118,3
NZ,6,PPG,4,6,8,40,2,240,HV,Turf,A,1200,Y,3,1,71,ASCruz,RMoore,5.7,124,1120,8
NZ,6,PPG,4,6,8,40,2,155,ST,Turf,C+3,1200,G,3,12,71,ASCruz,GMosse,9.2,123,1107,11
NZ,6,PPG,4,6,8,40,2,101,ST,Turf,C,1200,G,3,3,71,ASCruz,NCallan,6.6,125,1097,3
NZ,7,PPG,4,6,8,40,2,62,ST,Turf,A,1200,G,3,10,66,ASCruz,NCallan,4.7,123,1096,1
NZ,7,PPG,4,6,8,40,2,714,ST,Turf,C,1200,Y,3,4,68,ASCruz,NCallan,3.9,125,1091,6
NZ,6,PPG,4,6,8,40,2,680,ST,Turf,A+3,1200,GF,3,12,67,ASCruz,NCallan,8.5,123,1100,2
NZ,6,PPG,4,6,8,40,2,588,ST,Turf,A+3,1200,GF,3,11,66,ASCruz,NCallan,13,119,1101,3
NZ,7,PPG,4,6,8,40,2,499,ST,Turf,A+3,1200,G,3,13,64,ASCruz,NCallan,16,121,1101,2
NZ,7,PPG,4,6,8,40,2,464,ST,Turf,A,1200,G,3,11,64,ASCruz,NCallan,6.1,121,1104,2
NZ,7,PPG,4,6,8,40,2,341,ST,Turf,B+2,1200,GF,3,10,64,ASCruz,MChadwick,8.7,117,1098,5
NZ,6,PPG,4,6,8,40,2,308,ST,Turf,A,1000,GF,3,12,64,ASCruz,MChadwick,6.9,118,1104,2
NZ,7,PPG,4,6,8,40,2,270,ST,Turf,B+2,1200,GF,3,9,62,ASCruz,MChadwick,12,115,1109,2
NZ,5,PPG,4,6,8,40,2,232,HV,Turf,A,1200,G,3,3,61,ASCruz,MChadwick,9.4,114,1108,3
NZ,7,PPG,4,6,8,40,2,161,ST,Turf,A,1200,GF,4,12,60,ASCruz,NCallan,14,133,1104,3
NZ,7,PPG,4,6,8,40,2,96,HV,Turf,A,1200,GF,4,5,60,ASCruz,JMoreira,3.3,133,1085,5
NZ,5,PPG,4,6,8,40,2,51,ST,Turf,C+3,1200,GF,4,11,59,ASCruz,JMoreira,5.1,133,1094,2
NZ,7,PPG,4,6,8,40,2,4,ST,Turf,A,1200,GF,4,12,59,ASCruz,DWhyte,5.3,133,1092,7
NZ,6,PPG,3,5,1,19,1,130,ST,Turf,A,1800,G,2,3,81,TPYung,HNWong,31,107,1067,3
NZ,6,PPG,3,5,1,19,1,64,HV,Turf,C+3,1650,G,2,3,81,TPYung,HNWong,13,108,1056,8
NZ,6,PPG,3,5,1,19,1,760,ST,Turf,A+3,2000,GF,2,5,84,TPYung,KTeetan,14,117,1078,11
NZ,6,PPG,3,5,1,19,1,694,ST,Turf,B+2,1800,GF,2,6,84,TPYung,KTeetan,17,117,1068,4
NZ,6,PPG,3,5,1,19,1,619,HV,Turf,C+3,1650,G,3,7,83,TPYung,HNWong,18,124,1071,2
NZ,6,PPG,3,5,1,19,1,518,ST,Turf,A+3,1600,G,2,7,83,TPYung,MLYeung,7.7,117,1072,9
NZ,6,PPG,3,5,1,19,1,443,ST,Turf,B,1600,G,2,13,81,TPYung,MLYeung,29,117,1084,2
NZ,6,PPG,3,5,1,19,1,407,ST,Turf,C+3,1600,G,2,9,80,TPYung,GSchofield,88,120,1095,4
NZ,6,PPG,3,5,1,19,1,345,HV,Turf,C,1650,GY,2,4,82,TPYung,MLYeung,11,116,1069,7
NZ,6,PPG,3,5,1,19,1,249,ST,Turf,A,1600,G,2,11,83,TPYung,JMoreira,8.7,117,1067,6
NZ,6,PPG,3,5,1,19,1,215,ST,Turf,C,1400,G,2,9,83,TPYung,KCLeung,64,120,1076,5
NZ,5,PPG,3,5,1,19,1,84,ST,Turf,B+2,1600,GY,2,11,83,TPYung,MLYeung,7.7,118,1064,10
NZ,5,PPG,3,5,1,19,1,439,HV,Turf,A,1650,G,3,11,78,TPYung,ZPurton,3.1,133,1051,1
NZ,5,PPG,3,5,1,19,1,381,ST,Turf,C+3,1600,GF,3,3,76,TPYung,ZPurton,2,133,1045,2
NZ,5,PPG,3,5,1,19,1,282,ST,Turf,C,1600,GF,3,2,73,TPYung,DWhyte,1.9,127,1058,2
NZ,6,PPG,3,5,1,19,1,202,ST,Turf,C,1600,GF,3,3,71,TPYung,MLYeung,2.4,122,1044,2
NZ,4,PPG,3,5,1,19,1,147,ST,Turf,C+3,1400,G,3,4,62,TPYung,MLYeung,4.9,113,1047,1
NZ,6,PPG,3,2,2,31,2,131,HV,Turf,C+3,1200,GF,5,9,39,TPYung,ZPurton,19,132,1281,1
NZ,6,PPG,3,2,2,31,2,77,HV,Turf,A,1200,G,4,10,41,TPYung,KCLeung,68,114,1266,10
NZ,6,PPG,3,2,2,31,2,41,HV,Turf,C,1200,GF,4,12,42,TPYung,KCLeung,49,115,1261,9
NZ,6,PPG,3,2,2,31,2,777,ST,Turf,B+2,1200,GF,4,7,47,TPYung,KCLeung,52,121,1276,9
NZ,6,PPG,3,2,2,31,2,709,ST,Turf,C,1200,Y,4,11,49,TPYung,OBosson,46,122,1283,12
NZ,6,PPG,3,2,2,31,2,632,HV,Turf,A,1200,G,4,7,49,TPYung,ZPurton,9.5,122,1281,8
NZ,6,PPG,3,2,2,31,2,585,ST,Turf,A,1200,G,4,1,51,TPYung,ZPurton,9.3,125,1290,8
NZ,6,PPG,3,2,2,31,2,521,HV,Turf,C+3,1200,G,4,9,51,TPYung,ZPurton,13,123,1286,3
NZ,6,PPG,3,2,2,31,2,341,HV,Turf,C,1200,GY,4,--,51,TPYung,,---,124,--,WV
