Country,Age,ImportType,No1,No2,No3,NoR,Last10R,RaceIndex,RC,Track,Course,Dist,G,RaceClass,Dr,Rtg,Trainer,Jockey,Win.Odds,AcctWt,DeclarHorseWt,Pla
AUS,4,PP,0,0,0,0,0,90,ST,Turf,B+2,1000,GF,3,6,65,DEFerraris,DWhyte,70,118,993,10
NZ,3,PPG,0,1,0,1,1,102,ST,Turf,C,1000,GF,4R,2,52,JSize,KTeetan,4.4,122,1094,2
AUS,9,ISG,8,5,6,74,2,139,HV,Turf,A,1650,G,5,10,36,CWChang,ODoleuze,16,131,1160,10
AUS,9,ISG,8,5,6,74,2,95,HV,Turf,B,1200,G,5,6,38,CWChang,ODoleuze,15,131,1155,4
AUS,9,ISG,8,5,6,74,2,1,ST,Turf,B,1200,G,5,1,39,CWChang,MChadwick,10,128,1154,8
AUS,9,ISG,8,5,6,74,2,778,ST,Turf,B+2,1400,GF,4,6,43,CWChang,MChadwick,38,116,1166,6
AUS,9,ISG,8,5,6,74,2,710,ST,Turf,C,1400,GY,4,7,45,CWChang,MChadwick,17,118,1164,9
AUS,9,ISG,8,5,6,74,2,671,ST,Turf,A+3,1400,G,4,13,47,CWChang,MChadwick,33,120,1161,9
AUS,9,ISG,8,5,6,74,2,584,ST,Turf,A,1400,G,4,7,48,CWChang,MChadwick,12,122,1160,3
AUS,9,ISG,8,5,6,74,2,493,ST,Turf,A,1600,G,4,2,49,CWChang,MChadwick,69,122,1150,4
AUS,9,ISG,8,5,6,74,2,399,ST,Turf,C+3,1200,G,4,3,52,CWChang,KTeetan,46,125,1158,10
AUS,9,ISG,8,5,6,74,2,339,HV,Turf,C,1650,G,4,8,54,CWChang,HNWong,55,121,1153,12
AUS,9,ISG,8,5,6,74,2,284,ST,Turf,A+3,1200,G,4,4,56,CWChang,GBenoist,36,127,1156,8
AUS,9,ISG,8,5,6,74,2,189,ST,Turf,B+2,1400,G,4,5,58,CWChang,ZPurton,19,132,1141,7
AUS,9,ISG,8,5,6,74,2,134,ST,Turf,A,1400,GF,4,8,60,CWChang,HNWong,44,123,1140,12
AUS,8,ISG,8,5,6,74,2,78,ST,Turf,B+2,1200,GY,4,3,60,CWChang,DWhyte,16,132,1138,9
AUS,8,ISG,8,5,6,74,2,761,HV,Turf,A,1200,GF,3,5,63,ASCruz,MChadwick,10,118,1166,7
AUS,8,ISG,8,5,6,74,2,679,ST,Turf,A+3,1400,GF,3,11,65,ASCruz,KCNg,52,115,1175,5
AUS,9,ISG,8,5,6,74,2,624,ST,Turf,C,1400,G,3,1,67,ASCruz,KCNg,16,115,1166,7
AUS,9,ISG,8,5,6,74,2,482,ST,Turf,C+3,1000,G,3,3,68,ASCruz,KCNg,82,116,1123,10
AUS,9,ISG,8,5,6,74,2,327,ST,Turf,A+3,1400,GF,3,1,68,ASCruz,ASuborics,17,123,1190,12
AUS,8,ISG,8,5,6,74,2,291,ST,Turf,C+3,1400,GF,3,5,66,ASCruz,MChadwick,9.6,120,1183,2
AUS,9,ISG,8,5,6,74,2,235,ST,Turf,A,1200,GF,3,1,66,ASCruz,MChadwick,33,120,1177,7
AUS,9,ISG,8,5,6,74,2,199,ST,Turf,C,1200,GF,3,8,61,ASCruz,MChadwick,40,116,1181,1
AUS,9,ISG,8,5,6,74,2,166,ST,Turf,A,1400,GF,3,11,63,ASCruz,MChadwick,33,113,1171,11
AUS,9,ISG,8,5,6,74,2,108,HV,Turf,B,1650,G,3,6,63,ASCruz,MChadwick,4,116,1162,9
AUS,7,ISG,8,5,6,74,2,59,ST,Turf,A,1400,GF,3,5,63,ASCruz,MChadwick,8.2,117,1163,2
AUS,9,ISG,8,5,6,74,2,28,ST,Turf,B+2,1400,GF,3,9,63,ASCruz,MChadwick,23,118,1164,5
NZ,10,PPG,10,2,3,60,1,111,ST,Turf,C,1000,GF,2,10,83,ALee,MLYeung,99,118,1177,14
NZ,10,PPG,10,2,3,60,1,772,HV,Turf,A,1200,G,2,2,83,ALee,KTeetan,16,114,1158,12
NZ,10,PPG,10,2,3,60,1,634,HV,Turf,A,1200,G,3,9,78,ALee,MLYeung,24,131,1164,1
NZ,10,PPG,10,2,3,60,1,582,HV,Turf,B,1200,G,3,8,79,ALee,MLYeung,29,130,1158,3
NZ,10,PPG,10,2,3,60,1,542,ST,AWT,AWT,1200,GD,2,4,81,ALee,BPrebble,29,120,1161,12
NZ,10,PPG,10,2,3,60,1,470,HV,Turf,A,1200,GY,2,8,83,ALee,MLYeung,28,114,1167,7
NZ,10,PPG,10,2,3,60,1,415,HV,Turf,B,1000,G,3,8,85,ALee,BPrebble,36,133,1151,10
NZ,10,PPG,10,2,3,60,1,376,HV,Turf,A,1200,G,2,7,87,ALee,MLYeung,37,119,1152,6
NZ,10,PPG,10,2,3,60,1,344,HV,Turf,C,1200,GY,2,1,89,ALee,MLYeung,14,126,1141,8
NZ,10,PPG,10,2,3,60,1,177,ST,Turf,A+3,1400,G,1,8,91,ALee,MLYeung,99,112,1142,12
NZ,10,PPG,10,2,3,60,1,118,ST,AWT,AWT,1200,GD,2,12,93,ALee,RFourie,99,121,1144,11
NZ,9,PPG,10,2,3,60,1,91,HV,Turf,A,1200,GY,2,2,93,ALee,MLYeung,21,128,1149,7
NZ,9,PPG,10,2,3,60,1,688,HV,Turf,B,1200,GF,2,3,94,ALee,MLYeung,23,129,1169,7
NZ,10,PPG,10,2,3,60,1,625,ST,AWT,AWT,1200,WF,1,1,94,ALee,MLYeung,74,115,1154,12
NZ,10,PPG,10,2,3,60,1,560,HV,Turf,C,1200,GF,2,8,94,ALee,MLYeung,12,129,1161,6
NZ,9,PPG,10,2,3,60,1,458,HV,Turf,B,1200,G,2,4,88,ALee,MLYeung,23,121,1124,1
NZ,9,PPG,10,2,3,60,1,390,HV,Turf,B,1200,GF,2,3,90,ALee,MLYeung,18,119,1157,8
NZ,10,PPG,10,2,3,60,1,334,HV,Turf,C,1200,G,2,7,91,ALee,MLYeung,14,117,1148,7
NZ,10,PPG,10,2,3,60,1,249,HV,Turf,B,1200,GF,1,6,91,ALee,MLYeung,23,112,1151,9
NZ,10,PPG,10,2,3,60,1,193,HV,Turf,C,1200,GF,2,9,91,ALee,MLYeung,13,123,1156,9
NZ,10,PPG,10,2,3,60,1,129,HV,Turf,C,1200,G,2,6,83,ALee,MLYeung,20,118,1145,1
NZ,8,PPG,10,2,3,60,1,74,ST,AWT,AWT,1200,GD,3,12,83,ALee,DWhyte,25,121,1167,12
IRE,8,PP,5,8,3,48,1,107,ST,Turf,C,1600,GF,4,7,47,ALee,KCLeung,13,118,1138,1
IRE,8,PP,5,8,3,48,1,48,ST,Turf,A,1600,GF,4,10,46,ALee,KCLeung,15,117,1131,2
IRE,8,PP,5,8,3,48,1,33,ST,Turf,C+3,1400,GF,4,5,46,ALee,KCLeung,53,117,1133,5
IRE,8,PP,5,8,3,48,1,728,ST,Turf,C+3,1600,GF,4,7,49,ALee,MLYeung,37,121,1143,12
IRE,8,PP,5,8,3,48,1,640,ST,Turf,C+3,1400,G,4,3,49,ALee,MLYeung,54,120,1134,2
IRE,8,PP,5,8,3,48,1,527,ST,Turf,B+2,1400,G,4,11,53,ALee,THSo,89,124,1129,12
IRE,8,PP,5,8,3,48,1,476,ST,Turf,C+3,1600,G,4,8,57,ALee,MLYeung,99,128,1125,11
IRE,8,PP,5,8,3,48,1,425,ST,Turf,A,1600,G,3,14,60,ALee,KCNg,99,110,1128,14
IRE,8,PP,5,8,3,48,1,380,ST,Turf,B+2,1600,G,3,10,63,ALee,MLYeung,99,114,1135,7
IRE,8,PP,5,8,3,48,1,317,ST,AWT,AWT,1650,GD,3,9,67,ALee,CKTong,99,118,1110,14
IRE,8,PP,5,8,3,48,1,300,ST,Turf,B+2,1600,G,3,12,70,ALee,CKTong,99,123,1108,12
IRE,8,PP,5,8,3,48,1,270,ST,Turf,C+3,1600,G,3,3,73,ALee,HNWong,99,117,1114,13
IRE,8,PP,5,8,3,48,1,214,ST,Turf,C,1600,G,3,10,75,ALee,MLYeung,99,129,1110,12
IRE,8,PP,5,8,3,48,1,723,HV,Turf,C+3,1650,G,3S,2,79,DJHall,ASuborics,29,133,1098,12
IRE,8,PP,5,8,3,48,1,658,ST,Turf,A,1600,GF,3,11,79,DJHall,BPrebble,19,133,1104,13
IRE,8,PP,5,8,3,48,1,565,ST,Turf,A,1800,GF,3,12,77,DJHall,BPrebble,99,133,1103,2
IRE,7,PP,5,8,3,48,1,532,ST,AWT,AWT,1650,GD,3,8,79,DJHall,THSo,99,130,1116,7
IRE,8,PP,5,8,3,48,1,420,HV,Turf,C,1650,G,2,11,82,DJHall,MChadwick,99,115,1119,12
IRE,8,PP,5,8,3,48,1,352,HV,Turf,C+3,1800,G,2,9,85,DJHall,MChadwick,99,114,1102,7
IRE,8,PP,5,8,3,48,1,336,HV,Turf,C,1650,G,2,5,88,DJHall,ASuborics,99,125,1125,12
IRE,7,PP,5,8,3,48,1,292,ST,Turf,C+3,1600,GF,2,12,90,DJHall,KCLeung,99,123,1120,14
IRE,8,PP,5,8,3,48,1,203,ST,Turf,C,1400,GF,2,1,90,DJHall,NRawiller,48,128,1129,14
NZ,9,PPG,6,6,7,73,2,151,ST,AWT,AWT,1650,GD,5,8,33,TKNg,SdeSousa,21,127,1079,6
NZ,9,PPG,6,6,7,73,2,103,ST,Turf,C,1600,GF,5,12,35,TKNg,CYHo,98,126,1080,12
NZ,9,PPG,6,6,7,73,2,60,HV,Turf,C+3,1200,G,5,4,35,TKNg,NRawiller,27,128,1081,11
NZ,9,PPG,6,6,7,73,2,707,ST,AWT,AWT,1650,WF,5,8,35,TKNg,NCallan,14,128,1067,13
NZ,9,PPG,6,6,7,73,2,612,HV,Turf,C+3,1650,G,5,8,35,TKNg,NCallan,9.8,128,1068,7
NZ,9,PPG,6,6,7,73,2,565,ST,AWT,AWT,1650,GD,5,3,30,TKNg,NCallan,17,125,1070,1
NZ,9,PPG,6,6,7,73,2,508,ST,AWT,AWT,1200,GD,5,4,32,TKNg,HNWong,9.5,118,1088,9
NZ,9,PPG,6,6,7,73,2,453,ST,AWT,AWT,1650,GD,5,2,33,TKNg,GLerena,28,127,1085,6
NZ,9,PPG,6,6,7,73,2,398,ST,AWT,AWT,1650,GD,5,13,33,TKNg,SdeSousa,26,128,1084,12
NZ,9,PPG,6,6,7,73,2,329,ST,AWT,AWT,1200,WS,5,1,31,TKNg,RMoore,3.6,124,1065,2
NZ,9,PPG,6,6,7,73,2,302,HV,Turf,A,1200,G,5,3,32,TKNg,DWhyte,6.9,125,1082,3
NZ,9,PPG,6,6,7,73,2,255,HV,Turf,B,1200,G,5,4,32,TKNg,DWhyte,5.8,125,1080,3
NZ,9,PPG,6,6,7,73,2,198,HV,Turf,C,1200,G,5,8,30,TKNg,DWhyte,6.6,124,1080,2
NZ,8,PPG,6,6,7,73,2,152,ST,AWT,AWT,1200,GD,5,7,30,TKNg,MLYeung,14,121,1076,3
NZ,9,PPG,6,6,7,73,2,103,HV,Turf,B,1200,G,5,1,30,TKNg,CSchofield,4.3,123,1082,4
NZ,9,PPG,6,6,7,73,2,29,HV,Turf,B,1200,G,5,9,25,TKNg,DWhyte,13,118,1068,1
NZ,9,PPG,6,6,7,73,2,726,ST,AWT,AWT,1200,GD,5,8,29,TKNg,JMoreira,3.8,124,1080,6
NZ,8,PPG,6,6,7,73,2,663,HV,Turf,A,1200,GF,5,9,31,TKNg,NRawiller,13,124,1096,9
NZ,9,PPG,6,6,7,73,2,616,ST,AWT,AWT,1200,FT,5,12,33,TKNg,JMoreira,6.6,126,1090,4
NZ,8,PPG,6,6,7,73,2,525,ST,Turf,C,1200,G,5,4,35,TKNg,ASuborics,18,129,1096,9
NZ,9,PPG,6,6,7,73,2,487,ST,AWT,AWT,1200,FT,5,5,37,TKNg,DWhyte,7.5,130,1099,4
NZ,9,PPG,6,6,7,73,2,402,ST,Turf,A+3,1400,G,5,5,39,TKNg,CYHo,31,130,1111,7
NZ,8,PPG,6,6,7,73,2,286,ST,Turf,C+3,1400,GF,4,1,41,TKNg,CYHo,62,114,1113,6
NZ,7,PPG,6,6,7,73,2,230,HV,Turf,A,1650,G,4,6,43,TKNg,IOrtizJr,99,117,1091,7
NZ,9,PPG,6,6,7,73,2,196,ST,Turf,C,1400,GF,4,6,45,TKNg,HWLai,99,116,1097,13
NZ,9,PPG,6,6,7,73,2,163,ST,Turf,A,1400,GF,4,12,47,TKNg,MChadwick,99,120,1098,13
NZ,9,PPG,6,6,7,73,2,107,HV,Turf,B,1200,G,4,11,48,TKNg,CYHo,49,119,1102,11
NZ,7,PPG,6,6,7,73,2,72,ST,AWT,AWT,1200,GD,4,9,48,TKNg,MLYeung,56,119,1095,10
NZ,9,PPG,6,6,7,73,2,33,ST,AWT,AWT,1200,GD,4,9,48,TKNg,MLYeung,12,119,1106,8
AUS,8,PPG,5,5,9,55,0,32,ST,Turf,C+3,1000,GF,4,3,45,DCruz,KKChiong,24,111,1240,11
AUS,8,PPG,5,5,9,55,0,15,HV,Turf,B,1200,GY,4,10,45,DCruz,JMoreira,28,118,1231,5
AUS,8,PPG,5,5,9,55,0,670,ST,Turf,A+3,1000,G,4,12,45,DCruz,HNWong,24,111,1255,4
AUS,8,PPG,5,5,9,55,0,630,HV,Turf,A,1000,G,5,3,40,DCruz,KKChiong,5.3,126,1261,1
AUS,8,PPG,5,5,9,55,0,567,ST,Turf,C+3,1000,GF,4,8,42,DCruz,KCLeung,29,115,1266,11
AUS,8,PPG,5,5,9,55,0,466,HV,Turf,A,1200,GY,4,6,42,DCruz,KCLeung,9,115,1274,6
AUS,8,PPG,5,5,9,55,0,449,HV,Turf,C+3,1000,G,4,8,43,DCruz,CYHo,62,115,1272,3
AUS,8,PPG,5,5,9,55,0,378,ST,Turf,B+2,1000,G,4,6,45,DCruz,YTCheng,49,118,1278,12
AUS,8,PPG,5,5,9,55,0,328,ST,Turf,C+3,1000,GY,4,8,47,DCruz,KCLeung,31,118,1244,9
AUS,8,PPG,5,5,9,55,0,293,ST,Turf,B+2,1000,G,4,2,49,DCruz,KCLeung,45,121,1241,7
AUS,8,PPG,5,5,9,55,0,263,ST,Turf,C+3,1000,G,4,12,50,DCruz,HNWong,13,114,1236,9
AUS,8,PPG,5,5,9,55,0,207,ST,Turf,C,1000,G,4,3,50,DCruz,RFourie,49,124,1234,3
AUS,8,PPG,5,5,9,55,0,32,HV,Turf,B,1000,G,4,--,50,DCruz,NCallan,---,125,--,WV
AUS,7,PPG,5,5,9,55,0,762,HV,Turf,A,1000,GF,4,6,51,DCruz,DLane,27,124,1250,10
AUS,8,PPG,5,5,9,55,0,727,ST,Turf,C+3,1000,GF,4,7,51,DCruz,CYHo,38,124,1257,11
AUS,7,PPG,5,5,9,55,0,665,HV,Turf,A,1000,GF,4,3,51,DCruz,KCLeung,6,123,1260,3
AUS,8,PPG,5,5,9,55,0,609,HV,Turf,B,1000,GF,4,3,45,DCruz,KCLeung,5,118,1253,1
AUS,8,PPG,5,5,9,55,0,556,HV,Turf,C,1000,GF,4,9,47,DCruz,DWhyte,3.8,121,1239,5
AUS,7,PPG,5,5,9,55,0,374,ST,Turf,C+3,1000,GF,4,6,47,DCruz,MDemuro,6,120,1234,11
AUS,8,PPG,5,5,9,55,0,332,HV,Turf,C,1000,G,4,9,47,DCruz,CYHo,12,120,1250,2
AUS,8,PPG,5,5,9,55,0,263,ST,Turf,B+2,1000,G,4,7,48,DCruz,CYLui,22,115,1239,5
AUS,6,PPG,5,5,9,55,0,228,HV,Turf,A,1000,G,4,4,48,DCruz,KMcEvoy,7.1,121,1222,4
AUS,8,PPG,5,5,9,55,0,198,ST,Turf,C,1000,GF,4,3,48,DCruz,ASuborics,62,121,1233,9
AUS,6,PPG,5,5,9,55,0,142,ST,Turf,C+3,1000,G,4,11,48,DCruz,CYLui,4.5,114,1237,3
AUS,6,PPG,5,5,9,55,0,77,ST,Turf,A+3,1000,GF,4,13,40,DCruz,CYLui,4.5,106,1225,1
AUS,8,PPG,5,5,9,55,0,29,ST,Turf,C,1000,GF,5,10,40,DCruz,CYLui,12,126,1234,2
IRE,9,PP,3,8,6,55,1,89,ST,AWT,AWT,1650,GD,3,7,70,CWChang,MChadwick,27,124,1089,8
IRE,9,PP,3,8,6,55,1,53,ST,AWT,AWT,1200,GD,3,9,71,CWChang,MChadwick,45,129,1089,8
IRE,9,PP,3,8,6,55,1,763,ST,AWT,AWT,1650,GD,3,3,71,CWChang,OBosson,16,124,1108,5
IRE,9,PP,3,8,6,55,1,712,ST,AWT,AWT,1650,WF,3,11,70,CWChang,OBosson,15,123,1105,2
IRE,9,PP,3,8,6,55,1,591,ST,Turf,A,1600,Y,3,6,72,CWChang,NRawiller,50,125,1112,11
IRE,9,PP,3,8,6,55,1,543,ST,AWT,AWT,1650,GD,3,6,74,CWChang,DWhyte,32,122,1116,7
IRE,9,PP,3,8,6,55,1,438,ST,AWT,AWT,1200,GD,3,5,75,CWChang,NCallan,25,129,1124,9
IRE,9,PP,3,8,6,55,1,367,ST,Turf,A+3,1400,G,3,2,75,CWChang,KTeetan,60,128,1130,9
IRE,9,PP,3,8,6,55,1,317,ST,AWT,AWT,1650,GD,3,11,75,CWChang,GBenoist,38,128,1122,5
IRE,8,PP,3,8,6,55,1,234,ST,AWT,AWT,1650,GD,3,1,70,CWChang,GBenoist,16,123,1107,1
IRE,9,PP,3,8,6,55,1,184,ST,AWT,AWT,1200,GD,3,5,70,CWChang,NRawiller,8.8,123,1109,8
IRE,9,PP,3,8,6,55,1,119,ST,AWT,AWT,1200,GD,3,10,68,CWChang,NRawiller,11,124,1095,3
IRE,8,PP,3,8,6,55,1,81,ST,AWT,AWT,1650,WS,3,7,66,CWChang,NRawiller,7.8,122,1085,2
IRE,9,PP,3,8,6,55,1,43,ST,Turf,C+3,1400,GF,3,12,67,CWChang,BPrebble,15,121,1091,7
IRE,8,PP,3,8,6,55,1,776,ST,Turf,B+2,1400,GF,3,7,72,CWChang,ASuborics,48,126,1096,6
IRE,9,PP,3,8,6,55,1,695,ST,Turf,B+2,1400,GF,3,2,73,CWChang,BPrebble,12,127,1089,4
IRE,8,PP,3,8,6,55,1,674,ST,Turf,A+3,1400,GF,3S,3,74,CWChang,BPrebble,11,131,1089,4
IRE,8,PP,3,8,6,55,1,604,ST,Turf,B+2,1000,GY,3,1,74,CWChang,BPrebble,57,127,1098,3
IRE,9,PP,3,8,6,55,1,570,ST,Turf,A,1200,GF,3,13,76,CWChang,BPrebble,68,129,1088,11
IRE,8,PP,3,8,6,55,1,533,ST,Turf,C,1400,G,3,5,78,CWChang,BPrebble,20,133,1094,13
IRE,8,PP,3,8,6,55,1,426,ST,Turf,B+2,1400,GF,3,9,78,CWChang,BPrebble,27,133,1098,4
IRE,9,PP,3,8,6,55,1,346,ST,Turf,B+2,1400,GF,2,8,80,CWChang,CYHo,99,116,1088,10
IRE,8,PP,3,8,6,55,1,290,ST,AWT,AWT,1200,GD,3,9,83,CWChang,GMosse,18,132,1098,8
IRE,9,PP,3,8,6,55,1,259,ST,AWT,AWT,1650,GD,2,12,85,CWChang,CYHo,44,114,1099,9
IRE,9,PP,3,8,6,55,1,203,ST,Turf,C,1400,GF,2,3,87,CWChang,ASuborics,25,125,1092,12
IRE,9,PP,3,8,6,55,1,92,ST,AWT,AWT,1650,GD,2,7,88,CWChang,GMosse,27,125,1098,6
IRE,9,PP,3,8,6,55,1,46,ST,AWT,AWT,1200,GD,2,11,88,CWChang,CYHo,25,116,1089,10
AUS,8,PPG,8,2,7,65,1,133,HV,Turf,C+3,1650,GF,4,12,57,DCruz,CYHo,37,126,1148,11
AUS,8,PPG,8,2,7,65,1,59,HV,Turf,C+3,1650,G,4,7,58,DCruz,HNWong,43,126,1133,10
AUS,8,PPG,8,2,7,65,1,771,HV,Turf,A,1650,G,4,10,60,DCruz,KCNg,90,128,1144,11
AUS,8,PPG,8,2,7,65,1,628,ST,Turf,C,1400,G,3,9,61,DCruz,HNWong,99,107,1165,11
AUS,8,PPG,8,2,7,65,1,564,HV,Turf,A,1650,GY,3,8,61,DCruz,THSo,99,116,1164,11
AUS,8,PPG,8,2,7,65,1,505,HV,Turf,C,1650,GY,3,6,61,DCruz,EdaSilva,17,117,1173,10
AUS,8,PPG,8,2,7,65,1,447,HV,Turf,C+3,1650,G,4,8,56,DCruz,KCLeung,40,128,1162,1
AUS,8,PPG,8,2,7,65,1,419,ST,Turf,A,1400,G,4,2,58,DCruz,KCLeung,99,129,1178,10
AUS,8,PPG,8,2,7,65,1,321,HV,Turf,B,1650,G,4,9,59,DCruz,CYHo,31,131,1170,8
AUS,8,PPG,8,2,7,65,1,273,HV,Turf,C,1650,G,4,12,59,DCruz,VCheminaud,34,133,1183,10
AUS,7,PPG,8,2,7,65,1,145,HV,Turf,A,1650,G,4,4,59,DCruz,NRawiller,19,132,1156,11
AUS,7,PPG,8,2,7,65,1,87,HV,Turf,A,1650,GY,4,3,54,DCruz,NRawiller,17,127,1142,1
AUS,7,PPG,8,2,7,65,1,740,ST,Turf,A,1400,GF,4,7,58,DCruz,KCLeung,16,129,1144,14
AUS,7,PPG,8,2,7,65,1,684,HV,Turf,B,1650,GF,4,3,59,DCruz,KCLeung,11,130,1165,8
AUS,8,PPG,8,2,7,65,1,628,HV,Turf,C,1650,Y,4,4,59,DCruz,CYHo,6.9,130,1165,4
AUS,7,PPG,8,2,7,65,1,592,HV,Turf,A,1650,GF,4,5,58,DCruz,BPrebble,12,131,1153,3
AUS,7,PPG,8,2,7,65,1,507,HV,Turf,A,1650,GF,4,12,59,DCruz,CYLui,39,127,1152,3
AUS,8,PPG,8,2,7,65,1,327,ST,Turf,A+3,1400,GF,3,12,61,DCruz,KCLeung,99,114,1168,6
AUS,8,PPG,8,2,7,65,1,241,ST,Turf,A,1400,GF,3,12,63,DCruz,KCNg,99,111,1165,7
AUS,8,PPG,8,2,7,65,1,127,HV,Turf,C,1650,G,3,12,64,DCruz,KCNg,69,116,1165,11
AUS,8,PPG,8,2,7,65,1,24,ST,Turf,B+2,1600,GF,3,9,64,JMoore,KCLeung,17,119,1161,7
GB,8,PP,4,4,5,54,1,135,HV,Turf,C+3,2200,GF,4,7,60,PFYiu,ZPurton,10,133,1084,4
GB,8,PP,4,4,5,54,1,62,HV,Turf,C+3,1800,G,3,9,62,PFYiu,KTeetan,49,115,1073,9
GB,8,PP,4,4,5,54,1,16,HV,Turf,B,1650,GY,3,9,62,PFYiu,MLYeung,72,114,1077,8
GB,8,PP,4,4,5,54,1,768,HV,Turf,A,1800,G,3,9,62,PFYiu,THSo,81,115,1080,5
GB,8,PP,4,4,5,54,1,685,HV,Turf,C+3,1800,G,3,5,63,POSullivan,KTeetan,25,117,1102,8
GB,8,PP,4,4,5,54,1,636,HV,Turf,A,1800,G,3,9,63,POSullivan,KTeetan,21,116,1092,7
GB,8,PP,4,4,5,54,1,579,HV,Turf,B,2200,G,3,4,60,POSullivan,KTeetan,11,113,1103,3
GB,8,PP,4,4,5,54,1,494,ST,Turf,A,2000,G,4,13,60,POSullivan,NCallan,23,133,1105,7
GB,8,PP,4,4,5,54,1,436,ST,Turf,B,2000,G,4,12,55,POSullivan,JMoreira,5.4,129,1100,1
GB,8,PP,4,4,5,54,1,340,HV,Turf,C,2200,G,4,8,55,POSullivan,JMoreira,6,131,1083,2
GB,8,PP,4,4,5,54,1,257,HV,Turf,B,2200,G,4,7,50,POSullivan,JMoreira,3.6,128,1092,1
GB,7,PP,4,4,5,54,1,166,HV,Turf,B,1800,G,4,1,50,POSullivan,NCallan,12,124,1089,3
GB,8,PP,4,4,5,54,1,106,HV,Turf,B,1800,G,4,10,48,POSullivan,NCallan,24,124,1073,2
GB,8,PP,4,4,5,54,1,59,ST,Turf,A,1600,G,4,9,48,POSullivan,KCLeung,19,119,1077,4
GB,7,PP,4,4,5,54,1,772,ST,Turf,B+2,1800,GF,4,12,52,POSullivan,NCallan,30,125,1079,7
GB,8,PP,4,4,5,54,1,629,HV,Turf,C,1800,Y,4,4,52,POSullivan,NCallan,9.4,125,1077,12
GB,8,PP,4,4,5,54,1,414,HV,Turf,C,2200,G,4,8,50,WYSo,BPrebble,13,126,1067,2
GB,8,PP,4,4,5,54,1,392,ST,Turf,A,1800,G,4,2,52,WYSo,NCallan,6.9,125,1072,4
GB,8,PP,4,4,5,54,1,338,ST,Turf,B+2,2000,GF,4,13,54,WYSo,NCallan,11,127,1092,7
GB,8,PP,4,4,5,54,1,246,HV,Turf,B,2200,GF,4,1,56,WYSo,NCallan,7.8,129,1071,5
GB,8,PP,4,4,5,54,1,181,ST,Turf,B+2,2000,GF,4,11,57,WYSo,NCallan,10,130,1050,3
GB,6,PP,4,4,5,54,1,144,ST,Turf,C+3,1800,G,4,2,58,WYSo,NCallan,4,131,1060,5
GB,8,PP,4,4,5,54,1,109,HV,Turf,B,1650,GY,3,2,60,WYSo,WMLai,23,113,1065,10
GB,6,PP,4,4,5,54,1,49,ST,Turf,C+3,1800,GF,3,7,62,WYSo,WMLai,28,117,1057,4
GB,8,PP,4,4,5,54,1,24,ST,Turf,B+2,1600,GF,3,12,62,WYSo,WMLai,28,119,1052,10
AUS,9,PPG,8,3,2,51,3,101,HV,Turf,B,1200,G,3,5,80,CHYip,NRawiller,30,133,1090,4
AUS,9,PPG,8,3,2,51,3,90,ST,Turf,B+2,1000,GF,3,10,80,CHYip,NRawiller,8.7,133,1097,7
AUS,9,PPG,8,3,2,51,3,75,ST,Turf,A+3,1200,G,2,13,82,CHYip,KKChiong,45,111,1102,11
AUS,9,PPG,8,3,2,51,3,37,ST,Turf,C+3,1000,GF,2,2,83,CHYip,KKChiong,14,113,1097,9
AUS,9,PPG,8,3,2,51,3,772,HV,Turf,A,1200,G,2,12,87,CHYip,HNWong,44,111,1102,9
AUS,9,PPG,8,3,2,51,3,574,ST,Turf,C+3,1200,GF,2,7,88,CHYip,KKChiong,21,114,1115,3
AUS,9,PPG,8,3,2,51,3,542,ST,AWT,AWT,1200,GD,2,7,90,CHYip,HNWong,57,122,1108,5
AUS,9,PPG,8,3,2,51,3,496,ST,Turf,A,1200,G,1,12,92,CHYip,KKChiong,45,106,1112,6
AUS,9,PPG,8,3,2,51,3,455,ST,Turf,C,1000,G,1,4,92,CHYip,KCNg,28,108,1115,7
AUS,9,PPG,8,3,2,51,3,360,ST,Turf,A+3,1000,G,2,8,92,CHYip,NCallan,5.8,130,1116,3
AUS,9,PPG,8,3,2,51,3,279,HV,Turf,C,1200,G,2,12,94,CHYip,VCheminaud,99,131,1138,7
AUS,9,PPG,8,3,2,51,3,197,ST,Turf,B+2,1200,G,2,14,95,CHYip,KCNg,99,124,1134,10
AUS,9,PPG,8,3,2,51,3,118,ST,AWT,AWT,1200,GD,2,10,95,CHYip,ZPurton,18,123,1135,10
AUS,8,PPG,8,3,2,51,3,74,ST,Turf,A+3,1200,G,2,9,93,CHYip,KKChiong,69,120,1131,2
AUS,9,PPG,8,3,2,51,3,44,ST,Turf,C+3,1200,GF,2,3,93,CHYip,KKChiong,30,120,1126,9
AUS,8,PPG,8,3,2,51,3,8,ST,Turf,B,1000,G,2,2,93,CHYip,NCallan,12,130,1117,5
AUS,8,PPG,8,3,2,51,3,587,ST,Turf,A+3,1000,GF,2,9,87,CHYip,NCallan,16,123,1093,1
AUS,9,PPG,8,3,2,51,3,485,ST,Turf,C+3,1200,G,2,3,89,CHYip,THSo,72,115,1116,9
AUS,8,PPG,8,3,2,51,3,458,HV,Turf,B,1200,G,2,3,91,CHYip,URispoli,60,126,1117,6
AUS,8,PPG,8,3,2,51,3,425,ST,AWT,AWT,1200,GD,1,3,93,CHYip,KCNg,93,108,1113,10
