,SC_ID,Pkey,GLG,Weight,d15N,d13C,N_per,C_per,YOB,CalenderYear,CNRatio,CNR,Site,AgeClass,sample_per_ID,Net_d15N,Weaning,Species,Sex,Lat,Lon,TBL,Region
151,JMSC140422,308,5,1.002,14.7,-15.2,2,5.9,2007,2012,2.95,U,WPRE,Juvenile,7,-3,Y,SC,F,21.87782797,113.055509,229,WPRE
152,JMSC140422,309,6,0.74,14.7,-16,2.6,7.8,2007,2013,3,U,WPRE,Juvenile,7,-3,Y,SC,F,21.87782797,113.055509,229,WPRE
153,JMSC140422,310,7,0.603,14.2,-15.6,2.8,8,2007,2014,2.857142857,U,WPRE,Juvenile,7,-3.5,Y,SC,F,21.87782797,113.055509,229,WPRE
154,JMSC140422-2,311,1,1.76,18.4,-15,2.28,6.43,2007,2008,2.820175439,U,WPRE,Juvenile,6,0,Y,SC,F,21.87782797,113.055509,229,WPRE
155,JMSC140422-2,312,2,1.056,15.8,-15.3,2.45,6.92,2007,2009,2.824489796,U,WPRE,Juvenile,6,-2.6,Y,SC,F,21.87782797,113.055509,229,WPRE
156,JMSC140422-2,313,3,0.639,14.3,-15.4,2.45,6.77,2007,2010,2.763265306,U,WPRE,Juvenile,6,-4.1,Y,SC,F,21.87782797,113.055509,229,WPRE
157,JMSC140422-2,314,4,0.989,15.1,-14.7,2.34,6.76,2007,2011,2.888888889,U,WPRE,Juvenile,6,-3.3,Y,SC,F,21.87782797,113.055509,229,WPRE
158,JMSC140422-2,315,5,0.799,13.9,-15.1,2.35,6.66,2007,2012,2.834042553,U,WPRE,Juvenile,6,-4.5,Y,SC,F,21.87782797,113.055509,229,WPRE
159,JMSC140422-2,316,6,0.71,13.6,-15.7,2.54,7.22,2007,2013,2.842519685,U,WPRE,Juvenile,6,-4.8,Y,SC,F,21.87782797,113.055509,229,WPRE
160,JMSC150121,317,1,0.419,15.7,-13.5,7.9,20.8,2004,2005,2.632911392,U,WPRE,Juvenile,10,0,Y,SC,F,21.697889,112.594564,224,WPRE
161,JMSC150121,318,2,0.763,13.8,-14,2.5,6.8,2004,2006,2.72,U,WPRE,Juvenile,10,-1.9,Y,SC,F,21.697889,112.594564,224,WPRE
162,JMSC150121,319,3,0.528,13.1,-14.1,2.7,7.6,2004,2007,2.814814815,U,WPRE,Juvenile,10,-2.6,Y,SC,F,21.697889,112.594564,224,WPRE
163,JMSC150121,320,4,0.353,12.6,-14,3.2,8.9,2004,2008,2.78125,U,WPRE,Juvenile,10,-3.1,Y,SC,F,21.697889,112.594564,224,WPRE
164,JMSC150121,321,5,0.557,12.6,-13.9,2.8,7.8,2004,2009,2.785714286,U,WPRE,Juvenile,10,-3.1,Y,SC,F,21.697889,112.594564,224,WPRE
165,JMSC150121,322,6,0.386,12.9,-13.7,2.9,8,2004,2010,2.75862069,U,WPRE,Juvenile,10,-2.8,Y,SC,F,21.697889,112.594564,224,WPRE
166,JMSC150121,323,7,0.381,12.6,-13.7,2.8,7.6,2004,2011,2.714285714,U,WPRE,Juvenile,10,-3.1,Y,SC,F,21.697889,112.594564,224,WPRE
167,JMSC150121,324,8,0.624,14,-13.6,2.3,6.6,2004,2012,2.869565217,U,WPRE,Juvenile,10,-1.7,Y,SC,F,21.697889,112.594564,224,WPRE
168,JMSC150121,325,9,0.213,11,-14,3.5,9.3,2004,2013,2.657142857,U,WPRE,Juvenile,10,-4.7,Y,SC,F,21.697889,112.594564,224,WPRE
169,JMSC150121,326,10,0.218,10.5,-14.2,3.3,8.6,2004,2014,2.606060606,U,WPRE,Juvenile,10,-5.2,Y,SC,F,21.697889,112.594564,224,WPRE
170,JMSC170201,335,1,1.102,16.6,-14.4,2.2,6.1,2009,2010,2.772727273,U,WPRE,Juvenile,7,0,Y,SC,F,21.688826,112.79904,220,WPRE
171,JMSC170201,336,2,0.873,15.1,-14.3,2.6,7.4,2009,2011,2.846153846,U,WPRE,Juvenile,7,-1.5,Y,SC,F,21.688826,112.79904,220,WPRE
172,JMSC170201,354,4,0.592,12.9,-15.3,2.4,7,2009,2013,2.916666667,U,WPRE,Juvenile,7,-3.7,Y,SC,F,21.688826,112.79904,220,WPRE
173,JMSC170201,355,5,0.504,12.5,-15,2.9,8.2,2009,2014,2.827586207,U,WPRE,Juvenile,7,-4.1,Y,SC,F,21.688826,112.79904,220,WPRE
174,JMSC170201,356,6,0.546,11.8,-14.4,2.8,7.7,2009,2015,2.75,U,WPRE,Juvenile,7,-4.8,Y,SC,F,21.688826,112.79904,220,WPRE
175,JMSC170201,353,3,0.721,13.7,-14.4,2.3,6.4,2009,2012,2.782608696,U,WPRE,Juvenile,7,-2.9,Y,SC,F,21.688826,112.79904,220,WPRE
176,JMSC170201,357,7,0.56,13.8,-14.9,3.3,9.6,2009,2016,2.909090909,U,WPRE,Juvenile,7,-2.8,Y,SC,F,21.688826,112.79904,220,WPRE
177,JMSC170219,281,1,2.362,17,-14.7,2.1,5.9,2005,2006,2.80952381,U,WPRE,Juvenile,10,0,Y,SC,M,21.875739,113.022175,224,WPRE
178,JMSC170219,282,2,1.911,16.1,-15,2.1,5.9,2005,2007,2.80952381,U,WPRE,Juvenile,10,-0.9,Y,SC,M,21.875739,113.022175,224,WPRE
179,JMSC170219,283,3,1.822,15.6,-14.9,2.2,6.3,2005,2008,2.863636364,U,WPRE,Juvenile,10,-1.4,Y,SC,M,21.875739,113.022175,224,WPRE
180,JMSC170219,284,4,1.537,14.8,-14.9,2.3,6.5,2005,2009,2.826086957,U,WPRE,Juvenile,10,-2.2,Y,SC,M,21.875739,113.022175,224,WPRE
181,JMSC170219,285,5,1.355,14.1,-15,2.3,6.5,2005,2010,2.826086957,U,WPRE,Juvenile,10,-2.9,Y,SC,M,21.875739,113.022175,224,WPRE
182,JMSC170219,286,6,0.675,13.9,-14.5,3,8.5,2005,2011,2.833333333,U,WPRE,Juvenile,10,-3.1,Y,SC,M,21.875739,113.022175,224,WPRE
183,JMSC170219,287,7,0.876,13.6,-14.5,2.9,8.1,2005,2012,2.793103448,U,WPRE,Juvenile,10,-3.4,Y,SC,M,21.875739,113.022175,224,WPRE
184,JMSC170219,288,9,0.668,13.1,-14.8,2.8,7.9,2005,2014,2.821428571,U,WPRE,Juvenile,10,-3.9,Y,SC,M,21.875739,113.022175,224,WPRE
185,JMSC170219,289,10,0.612,13.3,-14.8,2.8,7.7,2005,2015,2.75,U,WPRE,Juvenile,10,-3.7,Y,SC,M,21.875739,113.022175,224,WPRE
186,JMSC170219,290,11,0.735,11.9,-14.5,3.2,8.2,2005,2016,2.5625,U,WPRE,Adult,10,-5.1,Y,SC,M,21.875739,113.022175,224,WPRE
187,JMSC170920,292,1,1.291,13.8,-14.1,1.3,3.8,2000,2001,2.923076923,U,MPRE,Juvenile,12,0,Y,SC,F,22.107223,113.545207,228,MPRE
188,JMSC170920,293,2,1.152,13.6,-14,2.3,6.4,2000,2002,2.782608696,U,MPRE,Juvenile,12,-0.2,Y,SC,F,22.107223,113.545207,228,MPRE
189,JMSC170920,294,3,0.74,14.4,-14.4,3.9,11.3,2000,2003,2.897435897,U,MPRE,Juvenile,12,0.6,Y,SC,F,22.107223,113.545207,228,MPRE
190,JMSC170920,295,4,0.894,16,-13.7,3.8,10.5,2000,2004,2.763157895,U,MPRE,Juvenile,12,2.2,Y,SC,F,22.107223,113.545207,228,MPRE
191,JMSC170920,296,5,0.5,13.2,-13.6,2.9,8.1,2000,2005,2.793103448,U,MPRE,Juvenile,12,-0.6,Y,SC,F,22.107223,113.545207,228,MPRE
192,JMSC170920,297,6,0.639,12.4,-14,2.7,7.5,2000,2006,2.777777778,U,MPRE,Juvenile,12,-1.4,Y,SC,F,22.107223,113.545207,228,MPRE
193,JMSC170920,298,7,0.564,12.5,-14,2.8,7.8,2000,2007,2.785714286,U,MPRE,Juvenile,12,-1.3,Y,SC,F,22.107223,113.545207,228,MPRE
194,JMSC170920,299,8,0.373,12.8,-14,2.9,8,2000,2008,2.75862069,U,MPRE,Juvenile,12,-1,Y,SC,F,22.107223,113.545207,228,MPRE
195,JMSC170920,300,9,0.407,12.3,-14.3,2.8,7.7,2000,2009,2.75,U,MPRE,Juvenile,12,-1.5,Y,SC,F,22.107223,113.545207,228,MPRE
196,JMSC170920,301,10,0.419,12.2,-14.3,2.7,7.7,2000,2010,2.851851852,U,MPRE,Juvenile,12,-1.6,Y,SC,F,22.107223,113.545207,228,MPRE
197,JMSC170920,302,11,0.34,12.1,-13.8,2.7,7.6,2000,2011,2.814814815,U,MPRE,Adult,12,-1.7,Y,SC,F,22.107223,113.545207,228,MPRE
198,JMSC170920,303,12,0.341,12.1,-14.2,2.8,7.6,2000,2012,2.714285714,U,MPRE,Adult,12,-1.7,Y,SC,F,22.107223,113.545207,228,MPRE
199,MASC160323,337,1,1.1,14.8,-15.1,2.3,6.6,2008,2009,2.869565217,U,MPRE,Juvenile,9,0,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
200,MASC160323,338,2,0.861,14.2,-15.1,2.5,7.2,2008,2010,2.88,U,MPRE,Juvenile,9,-0.6,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
201,MASC160323,339,3,1.012,13.7,-15.3,2.5,7.1,2008,2011,2.84,U,MPRE,Juvenile,9,-1.1,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
202,MASC160323,345,9,0.461,12.2,-15.2,3.1,9,2008,2017,2.903225806,U,MPRE,Juvenile,9,-2.6,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
203,MASC160323,341,5,1.042,13.6,-14.9,2.4,6.8,2008,2013,2.833333333,U,MPRE,Juvenile,9,-1.2,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
204,MASC160323,342,6,1.37,14.1,-15.3,2.5,7.4,2008,2014,2.96,U,MPRE,Juvenile,9,-0.7,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
205,MASC160323,343,7,0.658,14,-14.9,2.8,8.3,2008,2015,2.964285714,U,MPRE,Juvenile,9,-0.8,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
206,MASC160323,340,4,0.937,13.8,-15.3,2.4,7.1,2008,2012,2.958333333,U,MPRE,Juvenile,9,-1,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
207,MASC160323,344,8,0.745,13.1,-14.6,2.7,7.7,2008,2016,2.851851852,U,MPRE,Juvenile,9,-1.7,Y,SC,F,22.13932653,113.5816146,245.5,MPRE
208,MASC170718,327,1,1.151,15.6,-15.7,2.5,6.6,2008,2009,2.64,U,MPRE,Juvenile,8,0,Y,SC,M,22.112201,113.564258,224,MPRE
209,MASC170718,328,2,1.212,14.6,-15.6,0.8,2.3,2008,2010,2.875,U,MPRE,Juvenile,8,-1,Y,SC,M,22.112201,113.564258,224,MPRE
210,MASC170718,329,3,1.042,14.4,-16.5,2.6,7.2,2008,2011,2.769230769,U,MPRE,Juvenile,8,-1.2,Y,SC,M,22.112201,113.564258,224,MPRE
211,MASC170718,330,4,1.123,14.6,-17.5,2.5,7.2,2008,2012,2.88,U,MPRE,Juvenile,8,-1,Y,SC,M,22.112201,113.564258,224,MPRE
212,MASC170718,331,5,1.201,14.4,-17.5,2.5,7.4,2008,2013,2.96,U,MPRE,Juvenile,8,-1.2,Y,SC,M,22.112201,113.564258,224,MPRE
213,MASC170718,332,6,1.403,14.6,-16.7,1.9,5.6,2008,2014,2.947368421,U,MPRE,Juvenile,8,-1,Y,SC,M,22.112201,113.564258,224,MPRE
214,MASC170718,333,7,1.068,12.4,-16.5,2.8,8.2,2008,2015,2.928571429,U,MPRE,Juvenile,8,-3.2,Y,SC,M,22.112201,113.564258,224,MPRE
215,MASC170718,334,8,1.004,11.7,-16.8,2.6,7.6,2008,2016,2.923076923,U,MPRE,Juvenile,8,-3.9,Y,SC,M,22.112201,113.564258,224,MPRE
216,ZHSC100419,508,1,1.243,17,-14.2,2.05,5.97,1992,1993,2.912195122,U,MPRE,Juvenile,16,0,Y,SC,M,22.021736,113.717382,239,MPRE
217,ZHSC100419,509,2,1.289,14.5,-14.8,2.24,6.6,1992,1994,2.946428571,U,MPRE,Juvenile,16,-2.5,Y,SC,M,22.021736,113.717382,239,MPRE
218,ZHSC100419,510,3,1.091,13.8,-14.6,2.07,6.16,1992,1995,2.975845411,U,MPRE,Juvenile,16,-3.2,Y,SC,M,22.021736,113.717382,239,MPRE
219,ZHSC100419,511,4,1.015,13.5,-14.7,2.05,6.14,1992,1996,2.995121951,U,MPRE,Juvenile,16,-3.5,Y,SC,M,22.021736,113.717382,239,MPRE
220,ZHSC100419,512,5,0.857,13.3,-14.2,2.07,6.21,1992,1997,3,U,MPRE,Juvenile,16,-3.7,Y,SC,M,22.021736,113.717382,239,MPRE
221,ZHSC100419,513,6,1.102,13.5,-14.4,1.97,5.82,1992,1998,2.954314721,U,MPRE,Juvenile,16,-3.5,Y,SC,M,22.021736,113.717382,239,MPRE
222,ZHSC100419,514,7,0.695,13.7,-15.1,2.18,6.61,1992,1999,3.032110092,U,MPRE,Juvenile,16,-3.3,Y,SC,M,22.021736,113.717382,239,MPRE
223,ZHSC100419,515,8,0.614,13.5,-15.4,2.04,6.18,1992,2000,3.029411765,U,MPRE,Juvenile,16,-3.5,Y,SC,M,22.021736,113.717382,239,MPRE
224,ZHSC100419,516,9,0.733,13.5,-15.8,2.15,6.54,1992,2001,3.041860465,U,MPRE,Juvenile,16,-3.5,Y,SC,M,22.021736,113.717382,239,MPRE
225,ZHSC100419,517,10,0.651,13.8,-15.9,2.14,6.52,1992,2002,3.046728972,U,MPRE,Juvenile,16,-3.2,Y,SC,M,22.021736,113.717382,239,MPRE
226,ZHSC100419,518,11,0.908,14.4,-15.2,2.35,7.02,1992,2003,2.987234043,U,MPRE,Adult,16,-2.6,Y,SC,M,22.021736,113.717382,239,MPRE
227,ZHSC100419,519,12,0.686,13.8,-15.4,2.36,7.05,1992,2004,2.987288136,U,MPRE,Adult,16,-3.2,Y,SC,M,22.021736,113.717382,239,MPRE
228,ZHSC100419,520,13,0.614,13,-14.7,2.41,7.26,1992,2005,3.012448133,U,MPRE,Adult,16,-4,Y,SC,M,22.021736,113.717382,239,MPRE
229,ZHSC100419,521,14,0.571,13.6,-15.6,2.412,7.37,1992,2006,3.055555556,U,MPRE,Adult,16,-3.4,Y,SC,M,22.021736,113.717382,239,MPRE
230,ZHSC100419,522,15,0.511,14,-15.8,2.613,7.753,1992,2007,2.967087639,U,MPRE,Adult,16,-3,Y,SC,M,22.021736,113.717382,239,MPRE
231,ZHSC100419,523,16,0.527,14.1,-17.4,2.566,7.55,1992,2008,2.942322681,U,MPRE,Adult,16,-2.9,Y,SC,M,22.021736,113.717382,239,MPRE
232,ZHSC110505,645,1,2.506,17.5,-13.9,2.09,5.98,1986,1987,2.861244019,U,EPRE,Juvenile,21,0,Y,SC,F,22.947161,113.003566,254,EPRE
233,ZHSC110505,646,2,1.39,15.5,-14.8,2.31,6.61,1986,1988,2.861471861,U,EPRE,Juvenile,21,-2,Y,SC,F,22.947161,113.003566,254,EPRE
234,ZHSC110505,647,3,1.392,14.9,-14.7,2.26,6.56,1986,1989,2.902654867,U,EPRE,Juvenile,21,-2.6,Y,SC,F,22.947161,113.003566,254,EPRE
235,ZHSC110505,648,4,1.21,13.9,-14.7,2.22,6.43,1986,1990,2.896396396,U,EPRE,Juvenile,21,-3.6,Y,SC,F,22.947161,113.003566,254,EPRE
236,ZHSC110505,649,5,1.46,13.5,-14.2,2,5.91,1986,1991,2.955,U,EPRE,Juvenile,21,-4,Y,SC,F,22.947161,113.003566,254,EPRE
237,ZHSC110505,650,6,1.309,13.4,-13.9,2.13,6.38,1986,1992,2.995305164,U,EPRE,Juvenile,21,-4.1,Y,SC,F,22.947161,113.003566,254,EPRE
238,ZHSC110505,651,7,1.257,13.8,-14.1,2.13,6.37,1986,1993,2.990610329,U,EPRE,Juvenile,21,-3.7,Y,SC,F,22.947161,113.003566,254,EPRE
239,ZHSC110505,652,8,1.794,14.4,-14.4,2.25,6.73,1986,1994,2.991111111,U,EPRE,Juvenile,21,-3.1,Y,SC,F,22.947161,113.003566,254,EPRE
240,ZHSC110505,653,9,1.271,14.3,-14.4,2.16,6.43,1986,1995,2.976851852,U,EPRE,Juvenile,21,-3.2,Y,SC,F,22.947161,113.003566,254,EPRE
241,ZHSC110505,654,10,1.149,14.3,-14.9,2.35,7.08,1986,1996,3.012765957,U,EPRE,Juvenile,21,-3.2,Y,SC,F,22.947161,113.003566,254,EPRE
242,ZHSC110505,655,11,1.229,14.2,-14.5,2.31,6.8,1986,1997,2.943722944,U,EPRE,Adult,21,-3.3,Y,SC,F,22.947161,113.003566,254,EPRE
243,ZHSC110505,656,12,1.149,13.6,-14.4,2.36,6.89,1986,1998,2.919491525,U,EPRE,Adult,21,-3.9,Y,SC,F,22.947161,113.003566,254,EPRE
244,ZHSC110505,657,13,1.146,13.8,-14.2,2.36,6.82,1986,1999,2.889830508,U,EPRE,Adult,21,-3.7,Y,SC,F,22.947161,113.003566,254,EPRE
245,ZHSC110505,658,14,0.904,13.7,-14.3,2.32,6.72,1986,2000,2.896551724,U,EPRE,Adult,21,-3.8,Y,SC,F,22.947161,113.003566,254,EPRE
246,ZHSC110505,659,15,0.764,13.5,-14.3,2.39,6.83,1986,2001,2.857740586,U,EPRE,Adult,21,-4,Y,SC,F,22.947161,113.003566,254,EPRE
247,ZHSC110505,660,16,0.788,13.2,-14.6,2.38,6.88,1986,2002,2.890756303,U,EPRE,Adult,21,-4.3,Y,SC,F,22.947161,113.003566,254,EPRE
248,ZHSC110505,661,17,0.586,13,-14.5,2.45,6.99,1986,2003,2.853061224,U,EPRE,Adult,21,-4.5,Y,SC,F,22.947161,113.003566,254,EPRE
249,ZHSC110505,662,18,0.603,13.4,-14.3,2.53,7.16,1986,2004,2.830039526,U,EPRE,Adult,21,-4.1,Y,SC,F,22.947161,113.003566,254,EPRE
250,ZHSC110505,663,19,0.539,13.1,-14.3,2.6,7.35,1986,2005,2.826923077,U,EPRE,Adult,21,-4.4,Y,SC,F,22.947161,113.003566,254,EPRE
251,ZHSC110505,664,21,0.53,13,-14.3,2.57,7.22,1986,2007,2.809338521,U,EPRE,Adult,21,-4.5,Y,SC,F,22.947161,113.003566,254,EPRE
252,ZHSC110505,665,8,0.58,13.3,-14.3,2.5,7.03,1986,1994,2.812,U,EPRE,Juvenile,21,-4.2,Y,SC,F,22.947161,113.003566,254,EPRE
253,ZHSC110512,564,1,1.399,17.4,-16.1,2.04,5.95,2006,2007,2.916666667,U,EPRE,Juvenile,7,0,Y,SC,M,22.340167,113.594932,221,EPRE
254,ZHSC110512,565,2,1.056,16.2,-16.6,2.21,6.38,2006,2008,2.886877828,U,EPRE,Juvenile,7,-1.2,Y,SC,M,22.340167,113.594932,221,EPRE
255,ZHSC110512,566,3,1.009,15.5,-17,2.34,6.7,2006,2009,2.863247863,U,EPRE,Juvenile,7,-1.9,Y,SC,M,22.340167,113.594932,221,EPRE
256,ZHSC110512,567,4,1.145,15.6,-17.2,2.45,7.05,2006,2010,2.87755102,U,EPRE,Juvenile,7,-1.8,Y,SC,M,22.340167,113.594932,221,EPRE
257,ZHSC110512,568,5,1.176,15.2,-17.6,2.43,7.24,2006,2011,2.979423868,U,EPRE,Juvenile,7,-2.2,Y,SC,M,22.340167,113.594932,221,EPRE
258,ZHSC110512,569,6,1.005,14.7,-17.5,2.46,7.01,2006,2012,2.849593496,U,EPRE,Juvenile,7,-2.7,Y,SC,M,22.340167,113.594932,221,EPRE
259,ZHSC110512,570,7,0.921,14.9,-17.6,2.49,7.32,2006,2013,2.939759036,U,EPRE,Juvenile,7,-2.5,Y,SC,M,22.340167,113.594932,221,EPRE
260,ZHSC110618,584,1,2.05,17.3,-14.3,2.45,7.34,1988,1989,2.995918367,U,EPRE,Juvenile,15,0,Y,SC,F,22.762829,113.544547,250,EPRE
261,ZHSC110618,585,2,0.901,14.6,-14.9,2.82,8.19,1988,1990,2.904255319,U,EPRE,Juvenile,15,-2.7,Y,SC,F,22.762829,113.544547,250,EPRE
262,ZHSC110618,586,3,0.887,14.3,-14.7,2.75,8.25,1988,1991,3,U,EPRE,Juvenile,15,-3,Y,SC,F,22.762829,113.544547,250,EPRE
263,ZHSC110618,587,4,2.703,14.7,-14.2,2.53,7.66,1988,1992,3.027667984,U,EPRE,Juvenile,15,-2.6,Y,SC,F,22.762829,113.544547,250,EPRE
264,ZHSC110618,588,5,1.919,14.6,-15,2.35,7.38,1988,1993,3.140425532,U,EPRE,Juvenile,15,-2.7,Y,SC,F,22.762829,113.544547,250,EPRE
265,ZHSC110618,589,6,1.687,14.5,-14.6,2.49,7.48,1988,1994,3.004016064,U,EPRE,Juvenile,15,-2.8,Y,SC,F,22.762829,113.544547,250,EPRE
266,ZHSC110618,590,7,1.616,14.6,-14.6,2.55,7.77,1988,1995,3.047058824,U,EPRE,Juvenile,15,-2.7,Y,SC,F,22.762829,113.544547,250,EPRE
267,ZHSC110618,591,8,1.36,14.6,-14.6,2.54,7.67,1988,1996,3.019685039,U,EPRE,Juvenile,15,-2.7,Y,SC,F,22.762829,113.544547,250,EPRE
268,ZHSC110618,592,9,1.323,14.4,-14.5,2.66,8.03,1988,1997,3.018796992,U,EPRE,Juvenile,15,-2.9,Y,SC,F,22.762829,113.544547,250,EPRE
269,ZHSC110618,593,10,0.877,13.9,-14.5,2.72,8.15,1988,1998,2.996323529,U,EPRE,Juvenile,15,-3.4,Y,SC,F,22.762829,113.544547,250,EPRE
270,ZHSC110618,594,11,0.62,13.7,-14.6,2.78,8.21,1988,1999,2.95323741,U,EPRE,Adult,15,-3.6,Y,SC,F,22.762829,113.544547,250,EPRE
271,ZHSC110618,595,12,0.488,12.7,-14.7,2.78,8.12,1988,2000,2.920863309,U,EPRE,Adult,15,-4.6,Y,SC,F,22.762829,113.544547,250,EPRE
272,ZHSC110618,596,13,0.508,12.8,-14.4,2.48,7.25,1988,2001,2.923387097,U,EPRE,Adult,15,-4.5,Y,SC,F,22.762829,113.544547,250,EPRE
273,ZHSC110618,597,14,0.409,12.7,-14.7,2.77,8.02,1988,2002,2.895306859,U,EPRE,Adult,15,-4.6,Y,SC,F,22.762829,113.544547,250,EPRE
274,ZHSC110618,598,15,0.422,13,-14.8,2.69,7.81,1988,2003,2.903345725,U,EPRE,Adult,15,-4.3,Y,SC,F,22.762829,113.544547,250,EPRE
275,ZHSC110915,408,1,1.488,16.8,-16.4,2.43,6.87,2004,2005,2.827160494,U,EPRE,Juvenile,6,0,Y,SC,F,22.30372,113.58167,222,EPRE
276,ZHSC110915,409,2,1.599,15.7,-17.3,2.54,7.42,2004,2006,2.921259843,U,EPRE,Juvenile,6,-1.1,Y,SC,F,22.30372,113.58167,222,EPRE
277,ZHSC110915,411,4,1.577,15.3,-17.9,2.35,6.95,2004,2008,2.957446809,U,EPRE,Juvenile,6,-1.5,Y,SC,F,22.30372,113.58167,222,EPRE
278,ZHSC110915,412,5,1.871,14.8,-17.8,2.57,7.59,2004,2009,2.953307393,U,EPRE,Juvenile,6,-2,Y,SC,F,22.30372,113.58167,222,EPRE
279,ZHSC110915,413,6,1.069,14.1,-18.2,2.78,8.22,2004,2010,2.956834532,U,EPRE,Juvenile,6,-2.7,Y,SC,F,22.30372,113.58167,222,EPRE
280,ZHSC110915,410,3,1.589,15.3,-17.5,2.35,6.96,2004,2007,2.961702128,U,EPRE,Juvenile,6,-1.5,Y,SC,F,22.30372,113.58167,222,EPRE
281,ZHSC160302,555,1,0.97,14.9,-17.8,2.27,5.9,2008,2009,2.599118943,U,MPRE,Juvenile,6,0,Y,SC,M,21.917066,113.281361,230,MPRE
282,ZHSC160302,556,2,0.68,12.2,-15.2,2.16,5.94,2008,2010,2.75,U,MPRE,Juvenile,6,-2.7,Y,SC,M,21.917066,113.281361,230,MPRE
283,ZHSC160302,557,3,0.808,13.8,-15.2,2.27,6.7,2008,2011,2.95154185,U,MPRE,Juvenile,6,-1.1,Y,SC,M,21.917066,113.281361,230,MPRE
284,ZHSC160302,558,4,0.705,13.3,-15,2.3,6.61,2008,2012,2.873913043,U,MPRE,Juvenile,6,-1.6,Y,SC,M,21.917066,113.281361,230,MPRE
285,ZHSC160302,559,5,0.676,13.1,-15,2.35,6.78,2008,2013,2.885106383,U,MPRE,Juvenile,6,-1.8,Y,SC,M,21.917066,113.281361,230,MPRE
286,ZHSC160321,730,1,1.2,13.5,-15.1,2.05,5.8,2005,2006,2.829268293,U,EPRE,Juvenile,11,-1,Y,SC,F,22.39618813,113.6501832,253,EPRE
287,ZHSC160321,731,2,1.261,13.6,-15.4,2.24,6.32,2005,2007,2.821428571,U,EPRE,Juvenile,11,-0.9,Y,SC,F,22.39618813,113.6501832,253,EPRE
288,ZHSC160321,732,3,1.31,13.4,-15.5,2.25,6.39,2005,2008,2.84,U,EPRE,Juvenile,11,-1.1,Y,SC,F,22.39618813,113.6501832,253,EPRE
289,ZHSC160321,733,4,1.248,13,-15.4,2.42,6.91,2005,2009,2.855371901,U,EPRE,Juvenile,11,-1.5,Y,SC,F,22.39618813,113.6501832,253,EPRE
290,ZHSC160321,734,5,1.237,12.5,-15.2,2.42,6.92,2005,2010,2.859504132,U,EPRE,Juvenile,11,-2,Y,SC,F,22.39618813,113.6501832,253,EPRE
291,ZHSC160321,735,6,1.134,12.3,-15.1,2.45,7.01,2005,2011,2.86122449,U,EPRE,Juvenile,11,-2.2,Y,SC,F,22.39618813,113.6501832,253,EPRE
292,ZHSC160321,736,7,1.25,12.1,-15.1,2.4,6.87,2005,2012,2.8625,U,EPRE,Juvenile,11,-2.4,Y,SC,F,22.39618813,113.6501832,253,EPRE
293,ZHSC160321,737,8,0.859,12,-15.4,2.53,7.27,2005,2013,2.873517787,U,EPRE,Juvenile,11,-2.5,Y,SC,F,22.39618813,113.6501832,253,EPRE
294,ZHSC160321,738,9,1.223,12.6,-15.5,2.36,6.88,2005,2014,2.915254237,U,EPRE,Juvenile,11,-1.9,Y,SC,F,22.39618813,113.6501832,253,EPRE
295,ZHSC160321,739,10,0.936,13.2,-15.6,2.42,6.97,2005,2015,2.880165289,U,EPRE,Juvenile,11,-1.3,Y,SC,F,22.39618813,113.6501832,253,EPRE
296,ZHSC160410,695,1,1.056,15.9,-13.7,2.48,6.98,2004,2005,2.814516129,U,EPRE,Juvenile,12,0,Y,SC,F,23.253063,112.838064,254,EPRE
297,ZHSC160410,696,2,1.02,14.7,-13.9,2.45,7.06,2004,2006,2.881632653,U,EPRE,Juvenile,12,-1.2,Y,SC,F,23.253063,112.838064,254,EPRE
298,ZHSC160410,697,3,2.045,13.9,-14.1,2.29,6.53,2004,2007,2.851528384,U,EPRE,Juvenile,12,-2,Y,SC,F,23.253063,112.838064,254,EPRE
299,ZHSC160410,698,4,1.184,13.1,-14.1,2.21,6.35,2004,2008,2.873303167,U,EPRE,Juvenile,12,-2.8,Y,SC,F,23.253063,112.838064,254,EPRE
300,ZHSC160410,699,5,0.993,13.2,-14.1,2.15,6.22,2004,2009,2.893023256,U,EPRE,Juvenile,12,-2.7,Y,SC,F,23.253063,112.838064,254,EPRE
301,ZHSC160410,700,6,0.723,13.1,-14.1,2.38,6.91,2004,2010,2.903361345,U,EPRE,Juvenile,12,-2.8,Y,SC,F,23.253063,112.838064,254,EPRE
302,ZHSC160410,701,7,0.634,12.3,-14,2.42,7,2004,2011,2.892561983,U,EPRE,Juvenile,12,-3.6,Y,SC,F,23.253063,112.838064,254,EPRE
303,ZHSC160410,702,8,0.841,12.5,-14,2.43,7.06,2004,2012,2.905349794,U,EPRE,Juvenile,12,-3.4,Y,SC,F,23.253063,112.838064,254,EPRE
